438,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-09-26 00:56:00,8
2019-09-26 00:57:00,2
2019-09-26 00:58:00,2
2019-09-26 01:00:00,2
2019-09-26 01:14:00,8
2019-09-26 01:15:00,2
2019-09-26 01:16:00,2
2019-09-26 01:18:00,2
2019-09-26 01:31:00,4
2019-09-26 01:32:00,6
2019-09-26 01:34:00,1
2019-09-26 01:36:00,2
2019-09-26 01:48:00,10
2019-09-26 01:50:00,1
2019-09-26 02:03:00,6
2019-09-26 02:04:00,4
2019-09-26 02:06:00,1
2019-09-26 02:07:00,1
2019-09-26 02:08:00,1
2019-09-26 02:18:00,4
2019-09-26 02:19:00,6
2019-09-26 02:21:00,2
2019-09-26 02:22:00,2
2019-09-26 02:33:00,2
2019-09-26 02:34:00,6
2019-09-26 02:35:00,2
2019-09-26 02:36:00,2
2019-09-26 02:38:00,2
2019-09-26 02:53:00,4
2019-09-26 02:54:00,6
2019-09-26 02:56:00,2
2019-09-26 02:58:00,2
2019-09-26 03:04:00,4
2019-09-26 03:05:00,1
2019-09-26 03:07:00,2
2019-09-26 03:09:00,2
2019-09-26 03:11:00,3
2019-09-26 03:12:00,6
2019-09-26 03:14:00,2
2019-09-26 03:16:00,2
2019-09-26 03:20:00,8
2019-09-26 03:21:00,3
2019-09-26 03:22:00,4
2019-09-26 03:25:00,2
2019-09-26 03:27:00,2
2019-09-26 03:29:00,1
2019-09-26 03:30:00,2
2019-09-26 03:31:00,1
2019-09-26 03:32:00,2
2019-09-26 03:37:00,6
2019-09-26 03:38:00,2
2019-09-26 03:39:00,2
2019-09-26 03:40:00,2
2019-09-26 03:42:00,2
2019-09-26 03:45:00,1
2019-09-26 03:46:00,4
2019-09-26 03:48:00,3
2019-09-26 03:50:00,2
2019-09-26 03:54:00,6
2019-09-26 03:56:00,3
2019-09-26 03:57:00,2
2019-09-26 03:58:00,1
2019-09-26 03:59:00,2
2019-09-26 04:01:00,5
2019-09-26 04:02:00,4
2019-09-26 04:05:00,3
2019-09-26 04:07:00,2
2019-09-26 04:11:00,11
2019-09-26 04:14:00,2
2019-09-26 04:15:00,2
2019-09-26 04:22:00,6
2019-09-26 04:23:00,1
2019-09-26 04:25:00,4
2019-09-26 04:28:00,2
2019-09-26 04:31:00,3
2019-09-26 04:32:00,1
2019-09-26 04:33:00,1
2019-09-26 04:34:00,2
2019-09-26 04:35:00,3
2019-09-26 04:37:00,2
2019-09-26 04:38:00,1
2019-09-26 04:39:00,2
2019-09-26 04:40:00,1
2019-09-26 04:41:00,2
2019-09-26 04:42:00,1
2019-09-26 04:45:00,2
2019-09-26 04:48:00,1
2019-09-26 04:49:00,3
2019-09-26 04:53:00,1
2019-09-26 04:54:00,1
2019-09-26 04:56:00,4
2019-09-26 04:58:00,1
2019-09-26 05:03:00,1
2019-09-26 05:04:00,1
2019-09-26 05:05:00,1
2019-09-26 05:07:00,3
2019-09-26 05:09:00,2
2019-09-26 05:10:00,3
2019-09-26 05:11:00,6
2019-09-26 05:12:00,1
2019-09-26 05:13:00,1
2019-09-26 05:21:00,3
2019-09-26 05:22:00,2
2019-09-26 05:23:00,2
2019-09-26 05:25:00,2
2019-09-26 05:26:00,1
2019-09-26 05:28:00,3
2019-09-26 05:30:00,2
2019-09-26 05:32:00,1
2019-09-26 05:37:00,4
2019-09-26 05:38:00,1
2019-09-26 05:40:00,4
2019-09-26 05:42:00,2
2019-09-26 05:45:00,1
2019-09-26 05:48:00,1
2019-09-26 05:50:00,1
2019-09-26 05:52:00,1
2019-09-26 05:54:00,3
2019-09-26 05:55:00,2
2019-09-26 05:57:00,4
2019-09-26 05:59:00,1
2019-09-26 06:01:00,2
2019-09-26 06:02:00,2
2019-09-26 06:04:00,3
2019-09-26 06:06:00,3
2019-09-26 06:07:00,1
2019-09-26 06:09:00,2
2019-09-26 06:12:00,2
2019-09-26 06:15:00,2
2019-09-26 06:17:00,2
2019-09-26 06:20:00,2
2019-09-26 06:22:00,4
2019-09-26 06:25:00,6
2019-09-26 06:27:00,4
2019-09-26 06:29:00,1
2019-09-26 06:32:00,6
2019-09-26 06:34:00,4
2019-09-26 06:36:00,2
2019-09-26 06:37:00,2
2019-09-26 06:38:00,1
2019-09-26 06:39:00,2
2019-09-26 06:40:00,1
2019-09-26 06:41:00,2
2019-09-26 06:43:00,1
2019-09-26 06:45:00,6
2019-09-26 06:48:00,4
2019-09-26 06:49:00,1
2019-09-26 06:50:00,2
2019-09-26 06:52:00,4
2019-09-26 06:54:00,2
2019-09-26 06:56:00,1
2019-09-26 08:38:00,5
2019-09-26 08:41:00,3
2019-09-26 08:42:00,3
2019-09-26 08:45:00,2
2019-09-26 08:47:00,2
2019-09-26 08:50:00,2
2019-09-26 09:22:00,1
2019-09-26 09:24:00,1
2019-09-26 09:26:00,1
2019-09-26 09:28:00,1
2019-09-26 09:35:00,2
2019-09-26 09:36:00,2
2019-09-26 09:38:00,4
2019-09-26 09:39:00,2
2019-09-26 09:40:00,2
2019-09-26 09:43:00,2
