5377,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-09-26 00:04:00,18
2019-09-26 00:05:00,4
2019-09-26 00:06:00,8
2019-09-26 00:07:00,6
2019-09-26 00:09:00,2
2019-09-26 00:14:00,17
2019-09-26 00:15:00,4
2019-09-26 00:16:00,8
2019-09-26 00:17:00,6
2019-09-26 00:19:00,2
2019-09-26 00:24:00,17
2019-09-26 00:25:00,4
2019-09-26 00:26:00,10
2019-09-26 00:27:00,6
2019-09-26 00:29:00,2
2019-09-26 00:34:00,9
2019-09-26 00:35:00,12
2019-09-26 00:36:00,8
2019-09-26 00:37:00,6
2019-09-26 00:39:00,2
2019-09-26 00:44:00,9
2019-09-26 00:45:00,14
2019-09-26 00:46:00,8
2019-09-26 00:47:00,6
2019-09-26 00:48:00,1
2019-09-26 00:49:00,2
2019-09-26 00:54:00,9
2019-09-26 00:55:00,13
2019-09-26 00:56:00,8
2019-09-26 00:57:00,4
2019-09-26 00:58:00,2
2019-09-26 00:59:00,2
2019-09-26 01:04:00,9
2019-09-26 01:05:00,11
2019-09-26 01:06:00,8
2019-09-26 01:07:00,4
2019-09-26 01:08:00,2
2019-09-26 01:09:00,2
2019-09-26 01:14:00,9
2019-09-26 01:15:00,12
2019-09-26 01:16:00,8
2019-09-26 01:17:00,5
2019-09-26 01:18:00,2
2019-09-26 01:19:00,2
2019-09-26 01:24:00,10
2019-09-26 01:25:00,11
2019-09-26 01:26:00,8
2019-09-26 01:27:00,4
2019-09-26 01:28:00,2
2019-09-26 01:29:00,2
2019-09-26 01:34:00,9
2019-09-26 01:35:00,12
2019-09-26 01:36:00,8
2019-09-26 01:37:00,4
2019-09-26 01:38:00,2
2019-09-26 01:39:00,2
2019-09-26 01:44:00,10
2019-09-26 01:45:00,11
2019-09-26 01:46:00,9
2019-09-26 01:47:00,4
2019-09-26 01:48:00,2
2019-09-26 01:49:00,2
2019-09-26 01:54:00,7
2019-09-26 01:55:00,13
2019-09-26 01:56:00,8
2019-09-26 01:57:00,4
2019-09-26 01:58:00,2
2019-09-26 01:59:00,2
2019-09-26 02:04:00,8
2019-09-26 02:05:00,13
2019-09-26 02:06:00,8
2019-09-26 02:07:00,4
2019-09-26 02:08:00,2
2019-09-26 02:09:00,2
2019-09-26 02:14:00,7
2019-09-26 02:15:00,14
2019-09-26 02:16:00,8
2019-09-26 02:17:00,4
2019-09-26 02:18:00,2
2019-09-26 02:19:00,2
2019-09-26 02:24:00,7
