450,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.raErr, p.decErr, p.psfMag_u,p.psfMag_g,p.psfMag_r,p.psfMag_i,p.psfMag_z, p.psfMagErr_u,p.psfMagErr_g,p.psfMagErr_r,p.psfMagErr_i,p.psfMagErr_z, p.petroR5#_u,p.petroR5#_g,p.petroR5#_r,p.petroR5#_i,p.petroR5#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMagErr_u,p.modelMagErr_g,p.modelMagErr_r,p.modelMagErr_i,p.modelMagErr_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-09-26 02:03:00,2
2019-09-26 02:04:00,1
2019-09-26 02:05:00,1
2019-09-26 02:06:00,2
2019-09-26 02:07:00,1
2019-09-26 02:08:00,2
2019-09-26 02:09:00,1
2019-09-26 02:10:00,1
2019-09-26 02:15:00,2
2019-09-26 02:16:00,1
2019-09-26 02:17:00,2
2019-09-26 02:18:00,1
2019-09-26 02:19:00,1
2019-09-26 02:20:00,1
2019-09-26 02:21:00,2
2019-09-26 02:22:00,1
2019-09-26 02:23:00,2
2019-09-26 02:24:00,1
2019-09-26 02:25:00,1
2019-09-26 02:26:00,2
2019-09-26 02:27:00,2
2019-09-26 02:28:00,1
2019-09-26 02:29:00,1
2019-09-26 02:30:00,2
2019-09-26 02:31:00,1
2019-09-26 02:32:00,2
2019-09-26 02:33:00,1
2019-09-26 02:34:00,1
2019-09-26 02:35:00,1
2019-09-26 02:36:00,1
2019-09-26 02:37:00,1
2019-09-26 02:38:00,1
2019-09-26 02:39:00,2
2019-09-26 02:41:00,2
2019-09-26 02:42:00,1
2019-09-26 02:43:00,1
2019-09-26 02:44:00,2
2019-09-26 02:45:00,1
2019-09-26 02:46:00,1
2019-09-26 02:47:00,1
2019-09-26 02:48:00,1
2019-09-26 02:49:00,1
2019-09-26 02:50:00,2
2019-09-26 02:51:00,1
2019-09-26 02:52:00,1
2019-09-26 02:53:00,2
2019-09-26 02:54:00,1
2019-09-26 02:55:00,2
2019-09-26 02:56:00,1
2019-09-26 02:57:00,1
2019-09-26 02:59:00,1
2019-09-26 03:00:00,1
2019-09-26 03:01:00,1
2019-09-26 03:02:00,2
2019-09-26 03:03:00,3
2019-09-26 03:04:00,2
2019-09-26 03:05:00,2
2019-09-26 03:06:00,3
2019-09-26 03:07:00,2
2019-09-26 03:08:00,3
2019-09-26 03:09:00,2
2019-09-26 03:10:00,3
2019-09-26 03:11:00,3
2019-09-26 03:12:00,3
2019-09-26 03:13:00,4
2019-09-26 03:14:00,3
2019-09-26 03:15:00,3
2019-09-26 03:16:00,3
2019-09-26 03:17:00,3
2019-09-26 03:18:00,3
2019-09-26 03:19:00,4
2019-09-26 03:20:00,3
2019-09-26 03:21:00,1
2019-09-26 03:23:00,2
2019-09-26 03:24:00,4
2019-09-26 03:25:00,3
2019-09-26 03:26:00,4
2019-09-26 03:27:00,3
2019-09-26 03:28:00,4
2019-09-26 03:29:00,4
2019-09-26 03:30:00,4
2019-09-26 03:31:00,3
2019-09-26 03:32:00,4
2019-09-26 03:33:00,4
2019-09-26 03:34:00,4
2019-09-26 03:35:00,4
2019-09-26 03:36:00,4
2019-09-26 03:37:00,3
2019-09-26 03:38:00,4
2019-09-26 03:39:00,3
2019-09-26 03:40:00,2
2019-09-26 03:41:00,3
2019-09-26 03:42:00,4
2019-09-26 03:43:00,3
2019-09-26 03:44:00,3
2019-09-26 03:45:00,3
2019-09-26 03:46:00,3
2019-09-26 03:47:00,3
2019-09-26 03:48:00,3
2019-09-26 03:49:00,2
2019-09-26 03:50:00,4
2019-09-26 03:51:00,4
2019-09-26 03:52:00,3
2019-09-26 03:53:00,3
2019-09-26 03:54:00,3
2019-09-26 03:55:00,3
2019-09-26 03:56:00,2
2019-09-26 03:57:00,4
2019-09-26 03:58:00,4
2019-09-26 03:59:00,4
2019-09-26 04:00:00,3
2019-09-26 04:01:00,4
2019-09-26 04:02:00,4
2019-09-26 04:03:00,3
2019-09-26 04:04:00,4
2019-09-26 04:05:00,4
2019-09-26 04:06:00,4
2019-09-26 04:07:00,4
2019-09-26 04:08:00,3
2019-09-26 04:09:00,3
2019-09-26 04:10:00,4
2019-09-26 04:11:00,4
2019-09-26 04:12:00,5
2019-09-26 04:13:00,4
2019-09-26 04:14:00,4
2019-09-26 04:15:00,4
2019-09-26 04:16:00,4
2019-09-26 04:17:00,4
2019-09-26 04:18:00,3
2019-09-26 04:19:00,2
2019-09-26 04:20:00,4
2019-09-26 04:21:00,4
2019-09-26 04:22:00,4
2019-09-26 04:23:00,4
2019-09-26 04:24:00,4
2019-09-26 04:25:00,4
2019-09-26 04:26:00,4
2019-09-26 04:27:00,4
2019-09-26 04:28:00,5
2019-09-26 04:29:00,3
2019-09-26 04:30:00,4
2019-09-26 04:31:00,4
