7,"select top # p.r, p.camcol, s.z as redshift from galaxy p, specobj s where p.objid=s.bestobjid and s.z BETWEEN # AND # and p.camcol=# and p.colc BETWEEN # AND # and p.g BETWEEN # AND #"
2019-09-26 20:45:00,1
2019-09-26 20:48:00,1
2019-09-26 20:59:00,1
2019-09-26 21:00:00,1
2019-09-26 21:07:00,1
2019-09-26 21:09:00,1
2019-09-26 21:10:00,1
