79,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-09-26 10:19:00,1
2019-09-26 10:22:00,1
2019-09-26 10:24:00,1
2019-09-26 10:27:00,1
2019-09-26 10:51:00,1
2019-09-26 10:53:00,1
2019-09-26 10:55:00,1
2019-09-26 10:56:00,1
2019-09-26 10:58:00,1
2019-09-26 10:59:00,3
2019-09-26 11:01:00,2
2019-09-26 11:04:00,1
2019-09-26 11:05:00,1
2019-09-26 11:06:00,1
2019-09-26 11:08:00,2
2019-09-26 11:24:00,1
2019-09-26 11:26:00,1
2019-09-26 11:27:00,1
2019-09-26 11:28:00,2
2019-09-26 11:29:00,1
2019-09-26 11:30:00,1
2019-09-26 11:31:00,2
2019-09-26 11:32:00,1
2019-09-26 11:33:00,1
2019-09-26 11:34:00,1
2019-09-26 11:43:00,1
2019-09-26 11:45:00,1
2019-09-26 11:46:00,3
2019-09-26 11:47:00,1
2019-09-26 11:48:00,2
2019-09-26 11:49:00,1
2019-09-26 11:50:00,2
2019-09-26 11:51:00,1
2019-09-26 11:52:00,1
2019-09-26 12:02:00,4
2019-09-26 12:03:00,1
2019-09-26 12:04:00,2
2019-09-26 12:05:00,1
2019-09-26 12:06:00,1
2019-09-26 12:08:00,1
2019-09-26 12:17:00,1
2019-09-26 12:19:00,1
2019-09-26 12:21:00,1
2019-09-26 12:22:00,1
2019-09-26 12:34:00,3
2019-09-26 12:35:00,2
2019-09-26 12:36:00,1
2019-09-26 12:37:00,1
2019-09-26 12:38:00,1
2019-09-26 12:45:00,1
2019-09-26 12:46:00,1
2019-09-26 12:47:00,1
2019-09-26 12:49:00,1
2019-09-26 13:25:00,1
2019-09-26 13:26:00,1
2019-09-26 13:27:00,1
2019-09-26 13:29:00,1
2019-09-26 13:37:00,1
2019-09-26 13:38:00,1
2019-09-26 13:39:00,1
2019-09-26 13:41:00,2
