2,"SELECT ObjID,r,g,i,u,redness,s.specObjID,s.z,s.ra,s.dec into mydb.Red_E_Galaxies_Spec FROM mydb.Red_E_Galaxies as e   JOIN DR1#.SpecObj as s   ON e.ObjID = s.bestObjid ALTER TABLE mydb.Red_E_Galaxies_Spec   ADD searchID INT IDENTITY(#,#) NOT NULL"
2019-08-18 11:09:00,1
2019-08-18 11:38:00,1
