1326,"SELECT  &&& + cast(p.apstar_id as varchar(#)) + &&& + cast(p.apstar_id as varchar(#)) + &&& as apstar_id,    p.apogee_id,p.ra, p.dec, p.glon, p.glat,    p.vhelio_avg,p.vscatter,    a.teff,a.logg,a.metals    FROM apogeeStar p    JOIN fGetNearbyApogeeStarEq(#,#,#) n on p.apstar_id=n.apstar_id    JOIN aspcapStar a on a.apstar_id = p.apstar_id"
2019-02-05 00:01:00,7
2019-02-05 00:03:00,3
2019-02-05 00:11:00,6
2019-02-05 00:13:00,3
2019-02-05 00:20:00,1
2019-02-05 00:21:00,5
2019-02-05 00:23:00,3
2019-02-05 00:30:00,1
2019-02-05 00:31:00,5
2019-02-05 00:33:00,3
2019-02-05 00:41:00,6
2019-02-05 00:43:00,3
2019-02-05 00:51:00,8
2019-02-05 00:53:00,3
2019-02-05 01:01:00,6
2019-02-05 01:03:00,3
2019-02-05 01:11:00,6
2019-02-05 01:13:00,3
2019-02-05 01:21:00,6
2019-02-05 01:23:00,3
2019-02-05 01:31:00,6
2019-02-05 01:33:00,3
2019-02-05 01:41:00,6
2019-02-05 01:43:00,3
2019-02-05 01:51:00,6
2019-02-05 01:53:00,3
2019-02-05 02:01:00,6
2019-02-05 02:03:00,3
2019-02-05 02:11:00,6
2019-02-05 02:13:00,3
2019-02-05 02:21:00,6
2019-02-05 02:23:00,3
2019-02-05 02:31:00,6
2019-02-05 02:33:00,3
2019-02-05 02:41:00,6
2019-02-05 02:43:00,3
2019-02-05 02:51:00,6
2019-02-05 02:53:00,3
2019-02-05 03:01:00,6
2019-02-05 03:03:00,3
2019-02-05 03:11:00,6
2019-02-05 03:13:00,3
2019-02-05 03:21:00,6
2019-02-05 03:23:00,2
2019-02-05 03:24:00,1
2019-02-05 03:31:00,6
2019-02-05 03:33:00,2
2019-02-05 03:34:00,1
2019-02-05 03:41:00,6
2019-02-05 03:43:00,2
2019-02-05 03:44:00,1
2019-02-05 03:51:00,6
2019-02-05 03:53:00,2
2019-02-05 03:54:00,1
2019-02-05 04:01:00,6
2019-02-05 04:03:00,2
2019-02-05 04:04:00,1
2019-02-05 04:11:00,6
2019-02-05 04:13:00,2
2019-02-05 04:14:00,1
2019-02-05 04:21:00,6
2019-02-05 04:23:00,2
2019-02-05 04:24:00,1
2019-02-05 04:31:00,6
2019-02-05 04:33:00,2
2019-02-05 04:34:00,1
2019-02-05 04:41:00,6
2019-02-05 04:43:00,2
2019-02-05 04:44:00,1
2019-02-05 04:51:00,7
2019-02-05 04:53:00,2
2019-02-05 04:54:00,1
2019-02-05 05:01:00,6
2019-02-05 05:03:00,2
2019-02-05 05:04:00,1
2019-02-05 05:11:00,6
2019-02-05 05:13:00,2
2019-02-05 05:14:00,1
2019-02-05 05:21:00,8
2019-02-05 05:23:00,1
2019-02-05 05:24:00,2
2019-02-05 05:31:00,8
2019-02-05 05:33:00,1
2019-02-05 05:34:00,2
2019-02-05 05:41:00,6
2019-02-05 05:43:00,1
2019-02-05 05:44:00,2
2019-02-05 05:51:00,6
2019-02-05 05:53:00,1
2019-02-05 05:54:00,2
2019-02-05 06:01:00,6
2019-02-05 06:03:00,1
2019-02-05 06:04:00,2
2019-02-05 06:11:00,6
2019-02-05 06:13:00,1
2019-02-05 06:14:00,2
2019-02-05 06:21:00,6
2019-02-05 06:23:00,1
2019-02-05 06:24:00,2
2019-02-05 06:31:00,6
2019-02-05 06:33:00,1
2019-02-05 06:34:00,2
2019-02-05 06:41:00,6
2019-02-05 06:44:00,3
2019-02-05 06:51:00,6
2019-02-05 06:54:00,3
2019-02-05 07:01:00,6
2019-02-05 07:04:00,3
2019-02-05 07:11:00,6
2019-02-05 07:14:00,3
2019-02-05 07:21:00,6
2019-02-05 07:24:00,3
2019-02-05 07:31:00,6
2019-02-05 07:34:00,3
2019-02-05 07:41:00,6
2019-02-05 07:44:00,3
2019-02-05 07:51:00,6
2019-02-05 07:54:00,3
2019-02-05 08:01:00,6
2019-02-05 08:04:00,3
2019-02-05 08:11:00,6
2019-02-05 08:14:00,3
2019-02-05 08:21:00,6
2019-02-05 08:24:00,3
2019-02-05 08:31:00,6
2019-02-05 08:34:00,3
2019-02-05 08:41:00,6
2019-02-05 08:44:00,3
2019-02-05 08:51:00,6
2019-02-05 08:54:00,3
2019-02-05 09:01:00,6
2019-02-05 09:04:00,3
2019-02-05 09:11:00,6
2019-02-05 09:14:00,3
2019-02-05 09:21:00,6
2019-02-05 09:24:00,3
2019-02-05 09:31:00,6
2019-02-05 09:34:00,3
2019-02-05 09:41:00,6
2019-02-05 09:44:00,3
2019-02-05 09:51:00,6
2019-02-05 09:54:00,3
2019-02-05 10:01:00,6
2019-02-05 10:04:00,3
2019-02-05 10:11:00,6
2019-02-05 10:14:00,3
2019-02-05 10:21:00,6
