10770,"SELECT G.objID as sdss_ID, G.ra as RA, G.dec as DEC, P.z as redshift, p.zErr as redshift_err, G.modelMag_u as MODEL_MAG_U, G.modelMag_g as MODEL_MAG_G, G.modelMag_r as MODEL_MAG_R, G.modelMag_i as MODEL_MAG_I, G.modelMag_z as MODEL_MAG_Z, G.modelMagErr_u as MODEL_MAG_U_err, G.modelMagErr_g as MODEL_MAG_G_err, G.modelMagErr_r as MODEL_MAG_R_err, G.modelMagErr_i as MODEL_MAG_I_err, G.modelMagErr_z as MODEL_MAG_Z_err, P.absMagU, P.absMagG, P.absMagR, P.absMagI, P.absMagZ FROM Galaxy as G JOIN dbo.fGetNearbyObjEq(#,#,#) AS GN ON G.objID = GN.objID JOIN Photoz as P ON P.objID = G.objID"
2019-02-05 18:47:00,11
2019-02-05 18:48:00,41
2019-02-05 18:49:00,42
2019-02-05 18:50:00,34
2019-02-05 18:51:00,34
2019-02-05 18:52:00,42
2019-02-05 18:53:00,46
2019-02-05 18:54:00,46
2019-02-05 18:55:00,45
2019-02-05 18:56:00,45
2019-02-05 18:57:00,45
2019-02-05 18:58:00,43
2019-02-05 18:59:00,45
2019-02-05 19:00:00,43
2019-02-05 19:01:00,44
2019-02-05 19:02:00,45
2019-02-05 19:03:00,43
2019-02-05 19:04:00,43
2019-02-05 19:05:00,43
2019-02-05 19:06:00,42
2019-02-05 19:07:00,44
2019-02-05 19:08:00,43
2019-02-05 19:09:00,42
2019-02-05 19:10:00,43
2019-02-05 19:11:00,42
2019-02-05 19:12:00,43
2019-02-05 19:13:00,41
2019-02-05 19:14:00,40
2019-02-05 19:15:00,42
2019-02-05 19:16:00,40
2019-02-05 19:17:00,39
2019-02-05 19:18:00,41
2019-02-05 19:19:00,39
2019-02-05 19:20:00,40
2019-02-05 19:21:00,40
2019-02-05 19:22:00,39
2019-02-05 19:23:00,39
2019-02-05 19:24:00,39
2019-02-05 19:25:00,39
2019-02-05 19:26:00,38
2019-02-05 19:27:00,38
2019-02-05 19:28:00,39
2019-02-05 19:29:00,39
2019-02-05 19:30:00,38
2019-02-05 19:31:00,37
2019-02-05 19:32:00,37
2019-02-05 19:33:00,37
2019-02-05 19:34:00,37
2019-02-05 19:35:00,36
2019-02-05 19:36:00,38
2019-02-05 19:37:00,37
2019-02-05 19:38:00,35
2019-02-05 19:39:00,37
2019-02-05 19:40:00,37
2019-02-05 19:41:00,35
2019-02-05 19:42:00,36
2019-02-05 19:43:00,36
2019-02-05 19:44:00,35
2019-02-05 19:45:00,36
2019-02-05 19:46:00,37
2019-02-05 19:47:00,35
2019-02-05 19:48:00,35
2019-02-05 19:49:00,32
2019-02-05 19:50:00,35
2019-02-05 19:51:00,33
2019-02-05 19:52:00,35
2019-02-05 19:53:00,34
2019-02-05 19:54:00,34
2019-02-05 19:55:00,33
2019-02-05 19:56:00,34
2019-02-05 19:57:00,32
2019-02-05 19:58:00,34
2019-02-05 19:59:00,33
2019-02-05 20:00:00,33
2019-02-05 20:01:00,33
2019-02-05 20:02:00,30
2019-02-05 20:03:00,31
2019-02-05 20:04:00,31
2019-02-05 20:05:00,30
2019-02-05 20:06:00,25
2019-02-05 20:07:00,30
2019-02-05 20:08:00,31
2019-02-05 20:09:00,29
2019-02-05 20:10:00,31
2019-02-05 20:11:00,31
2019-02-05 20:12:00,30
2019-02-05 20:13:00,30
2019-02-05 20:14:00,30
2019-02-05 20:15:00,29
2019-02-05 20:16:00,30
2019-02-05 20:17:00,29
2019-02-05 20:18:00,30
2019-02-05 20:19:00,16
2019-02-05 20:20:00,7
2019-02-05 20:21:00,28
2019-02-05 20:22:00,28
2019-02-05 20:23:00,29
2019-02-05 20:24:00,28
2019-02-05 20:25:00,28
2019-02-05 20:26:00,28
2019-02-05 20:27:00,29
2019-02-05 20:28:00,28
2019-02-05 20:29:00,28
2019-02-05 20:30:00,28
2019-02-05 20:31:00,29
2019-02-05 20:32:00,29
2019-02-05 20:33:00,28
2019-02-05 20:34:00,28
2019-02-05 20:35:00,28
2019-02-05 20:36:00,29
2019-02-05 20:37:00,28
2019-02-05 20:38:00,28
2019-02-05 20:39:00,27
2019-02-05 20:40:00,28
2019-02-05 20:41:00,27
2019-02-05 20:42:00,26
2019-02-05 20:43:00,28
2019-02-05 20:44:00,29
2019-02-05 20:45:00,27
2019-02-05 20:46:00,26
2019-02-05 20:47:00,29
2019-02-05 20:48:00,29
2019-02-05 20:49:00,28
2019-02-05 20:50:00,28
2019-02-05 20:51:00,28
2019-02-05 20:52:00,29
2019-02-05 20:53:00,26
2019-02-05 20:54:00,28
2019-02-05 20:55:00,27
2019-02-05 20:56:00,27
2019-02-05 20:57:00,27
2019-02-05 20:58:00,26
2019-02-05 20:59:00,25
2019-02-05 21:00:00,27
2019-02-05 21:01:00,28
2019-02-05 21:02:00,26
2019-02-05 21:03:00,26
2019-02-05 21:04:00,26
2019-02-05 21:05:00,26
2019-02-05 21:06:00,25
2019-02-05 21:07:00,26
2019-02-05 21:08:00,25
2019-02-05 21:09:00,26
2019-02-05 21:10:00,26
2019-02-05 21:11:00,26
2019-02-05 21:12:00,25
2019-02-05 21:13:00,26
2019-02-05 21:14:00,26
2019-02-05 21:15:00,25
2019-02-05 21:16:00,25
2019-02-05 21:17:00,25
2019-02-05 21:18:00,25
2019-02-05 21:19:00,24
2019-02-05 21:20:00,25
2019-02-05 21:21:00,25
2019-02-05 21:22:00,26
2019-02-05 21:23:00,25
2019-02-05 21:24:00,25
2019-02-05 21:25:00,24
2019-02-05 21:26:00,25
2019-02-05 21:27:00,26
2019-02-05 21:28:00,25
2019-02-05 21:29:00,24
2019-02-05 21:30:00,25
2019-02-05 21:31:00,25
2019-02-05 21:32:00,20
2019-02-05 21:33:00,61
2019-02-05 21:34:00,58
2019-02-05 21:35:00,65
2019-02-05 21:36:00,45
2019-02-05 21:37:00,25
2019-02-05 21:38:00,60
2019-02-05 21:39:00,63
2019-02-05 21:40:00,62
2019-02-05 21:41:00,61
2019-02-05 21:42:00,60
2019-02-05 21:43:00,62
2019-02-05 21:44:00,60
2019-02-05 21:45:00,62
2019-02-05 21:46:00,57
2019-02-05 21:47:00,56
2019-02-05 21:48:00,62
2019-02-05 21:49:00,60
2019-02-05 21:50:00,61
2019-02-05 21:51:00,58
2019-02-05 21:52:00,61
2019-02-05 21:53:00,61
2019-02-05 21:54:00,60
2019-02-05 21:55:00,58
2019-02-05 21:56:00,56
2019-02-05 21:57:00,61
2019-02-05 21:58:00,58
2019-02-05 21:59:00,57
2019-02-05 22:00:00,57
2019-02-05 22:01:00,58
2019-02-05 22:02:00,56
2019-02-05 22:03:00,56
2019-02-05 22:04:00,57
2019-02-05 22:05:00,58
2019-02-05 22:06:00,30
2019-02-05 22:07:00,56
2019-02-05 22:08:00,57
2019-02-05 22:09:00,57
2019-02-05 22:10:00,51
2019-02-05 22:11:00,56
2019-02-05 22:12:00,57
2019-02-05 22:13:00,55
2019-02-05 22:14:00,55
2019-02-05 22:15:00,55
2019-02-05 22:16:00,54
2019-02-05 22:17:00,55
2019-02-05 22:18:00,54
2019-02-05 22:19:00,55
2019-02-05 22:20:00,54
2019-02-05 22:21:00,54
2019-02-05 22:22:00,52
2019-02-05 22:23:00,54
2019-02-05 22:24:00,54
2019-02-05 22:25:00,54
2019-02-05 22:26:00,52
2019-02-05 22:27:00,51
2019-02-05 22:28:00,51
2019-02-05 22:29:00,51
2019-02-05 22:30:00,51
2019-02-05 22:31:00,49
2019-02-05 22:32:00,50
2019-02-05 22:33:00,50
2019-02-05 22:34:00,51
2019-02-05 22:35:00,51
2019-02-05 22:36:00,52
2019-02-05 22:37:00,49
2019-02-05 22:38:00,50
2019-02-05 22:39:00,11
2019-02-05 22:40:00,48
2019-02-05 22:41:00,49
2019-02-05 22:42:00,49
2019-02-05 22:43:00,48
2019-02-05 22:44:00,48
2019-02-05 22:45:00,48
2019-02-05 22:46:00,42
2019-02-05 22:47:00,49
2019-02-05 22:48:00,47
2019-02-05 22:49:00,47
2019-02-05 22:50:00,45
2019-02-05 22:51:00,46
2019-02-05 22:52:00,45
2019-02-05 22:53:00,43
2019-02-05 22:54:00,43
2019-02-05 22:55:00,46
2019-02-05 22:56:00,43
2019-02-05 22:57:00,43
2019-02-05 22:58:00,40
2019-02-05 22:59:00,42
2019-02-05 23:00:00,43
2019-02-05 23:01:00,42
2019-02-05 23:02:00,43
2019-02-05 23:03:00,43
2019-02-05 23:04:00,42
2019-02-05 23:05:00,41
2019-02-05 23:06:00,42
2019-02-05 23:07:00,41
2019-02-05 23:08:00,42
2019-02-05 23:09:00,41
2019-02-05 23:10:00,40
2019-02-05 23:11:00,42
2019-02-05 23:12:00,39
2019-02-05 23:13:00,38
2019-02-05 23:14:00,40
2019-02-05 23:15:00,39
2019-02-05 23:16:00,40
2019-02-05 23:17:00,41
2019-02-05 23:18:00,36
2019-02-05 23:19:00,38
2019-02-05 23:20:00,38
2019-02-05 23:21:00,33
