78,select * from Field where fieldId=#
2019-02-05 00:52:00,1
2019-02-05 01:04:00,1
2019-02-05 01:09:00,2
2019-02-05 02:07:00,1
2019-02-05 02:31:00,1
2019-02-05 03:16:00,1
2019-02-05 03:19:00,1
2019-02-05 05:23:00,1
2019-02-05 05:46:00,1
2019-02-05 06:06:00,1
2019-02-05 06:38:00,1
2019-02-05 07:33:00,1
2019-02-05 07:35:00,1
2019-02-05 07:36:00,2
2019-02-05 07:37:00,1
2019-02-05 08:19:00,1
2019-02-05 09:01:00,1
2019-02-05 09:21:00,1
2019-02-05 09:36:00,1
2019-02-05 09:45:00,1
2019-02-05 09:52:00,1
2019-02-05 10:21:00,1
2019-02-05 10:37:00,1
2019-02-05 11:30:00,1
2019-02-05 12:27:00,1
2019-02-05 12:49:00,1
2019-02-05 13:13:00,1
2019-02-05 13:20:00,2
2019-02-05 13:26:00,1
2019-02-05 13:33:00,1
2019-02-05 13:48:00,1
2019-02-05 14:18:00,1
2019-02-05 14:25:00,1
2019-02-05 14:32:00,1
2019-02-05 14:39:00,1
2019-02-05 15:21:00,1
2019-02-05 15:29:00,1
2019-02-05 15:31:00,1
2019-02-05 15:38:00,1
2019-02-05 15:45:00,1
2019-02-05 15:48:00,1
2019-02-05 15:58:00,1
2019-02-05 16:08:00,1
2019-02-05 16:10:00,1
2019-02-05 16:23:00,1
2019-02-05 16:24:00,1
2019-02-05 16:41:00,1
2019-02-05 16:46:00,1
2019-02-05 16:59:00,1
2019-02-05 17:00:00,1
2019-02-05 17:16:00,1
2019-02-05 17:32:00,1
2019-02-05 17:35:00,1
2019-02-05 17:51:00,1
2019-02-05 17:59:00,1
2019-02-05 18:01:00,1
2019-02-05 18:11:00,1
2019-02-05 18:34:00,1
2019-02-05 19:02:00,1
2019-02-05 19:07:00,1
2019-02-05 19:11:00,1
2019-02-05 19:27:00,1
2019-02-05 19:29:00,1
2019-02-05 19:33:00,1
2019-02-05 19:39:00,1
2019-02-05 19:41:00,1
2019-02-05 20:10:00,1
2019-02-05 20:22:00,1
2019-02-05 20:32:00,1
2019-02-05 20:53:00,1
2019-02-05 21:00:00,1
2019-02-05 21:39:00,1
2019-02-05 22:31:00,1
2019-02-05 23:34:00,1
2019-02-05 23:47:00,1
