57,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-02-05 16:31:00,1
2019-02-05 16:32:00,1
2019-02-05 16:33:00,2
2019-02-05 16:35:00,1
2019-02-05 16:36:00,3
2019-02-05 16:39:00,4
2019-02-05 16:40:00,1
2019-02-05 16:42:00,2
2019-02-05 16:43:00,2
2019-02-05 17:37:00,1
2019-02-05 17:40:00,1
2019-02-05 17:41:00,1
2019-02-05 17:44:00,2
2019-02-05 17:48:00,2
2019-02-05 17:52:00,1
2019-02-05 20:05:00,2
2019-02-05 20:06:00,2
2019-02-05 20:07:00,2
2019-02-05 20:09:00,2
2019-02-05 20:23:00,2
2019-02-05 20:24:00,2
2019-02-05 20:25:00,2
2019-02-05 20:27:00,2
2019-02-05 20:40:00,2
2019-02-05 20:42:00,2
2019-02-05 20:43:00,2
2019-02-05 20:45:00,2
2019-02-05 21:13:00,2
2019-02-05 21:19:00,2
2019-02-05 21:24:00,2
2019-02-05 21:29:00,2
