9602,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-02-05 19:45:00,7
2019-02-05 19:46:00,5
2019-02-05 19:53:00,50
2019-02-05 20:01:00,50
2019-02-05 20:11:00,50
2019-02-05 20:17:00,15
2019-02-05 20:18:00,35
2019-02-05 20:19:00,10
2019-02-05 20:20:00,10
2019-02-05 20:21:00,5
