185,select * from dbo.fDocColumns(&&&)
2019-02-05 00:47:00,2
2019-02-05 00:49:00,2
2019-02-05 00:50:00,2
2019-02-05 00:53:00,2
2019-02-05 01:39:00,2
2019-02-05 01:59:00,1
2019-02-05 02:37:00,1
2019-02-05 03:57:00,1
2019-02-05 03:58:00,1
2019-02-05 04:26:00,1
2019-02-05 04:40:00,1
2019-02-05 04:49:00,1
2019-02-05 05:19:00,1
2019-02-05 05:52:00,8
2019-02-05 07:02:00,1
2019-02-05 07:53:00,1
2019-02-05 08:06:00,1
2019-02-05 08:10:00,1
2019-02-05 08:11:00,1
2019-02-05 08:27:00,2
2019-02-05 09:09:00,2
2019-02-05 09:13:00,2
2019-02-05 09:18:00,1
2019-02-05 09:32:00,1
2019-02-05 09:43:00,11
2019-02-05 09:50:00,1
2019-02-05 09:59:00,2
2019-02-05 10:02:00,1
2019-02-05 10:35:00,1
2019-02-05 10:39:00,1
2019-02-05 10:46:00,1
2019-02-05 11:09:00,1
2019-02-05 11:11:00,1
2019-02-05 11:32:00,1
2019-02-05 11:40:00,1
2019-02-05 11:52:00,2
2019-02-05 11:53:00,2
2019-02-05 12:19:00,1
2019-02-05 12:57:00,6
2019-02-05 13:02:00,1
2019-02-05 13:04:00,1
2019-02-05 13:54:00,1
2019-02-05 14:08:00,2
2019-02-05 14:13:00,2
2019-02-05 14:18:00,1
2019-02-05 14:26:00,2
2019-02-05 14:28:00,2
2019-02-05 14:34:00,1
2019-02-05 14:35:00,1
2019-02-05 14:36:00,2
2019-02-05 14:41:00,1
2019-02-05 14:42:00,1
2019-02-05 14:45:00,1
2019-02-05 14:46:00,1
2019-02-05 14:50:00,1
2019-02-05 15:04:00,1
2019-02-05 15:08:00,1
2019-02-05 15:09:00,1
2019-02-05 15:12:00,1
2019-02-05 15:13:00,1
2019-02-05 15:26:00,1
2019-02-05 15:30:00,3
2019-02-05 15:38:00,1
2019-02-05 15:42:00,2
2019-02-05 15:55:00,1
2019-02-05 15:56:00,2
2019-02-05 16:00:00,1
2019-02-05 16:03:00,2
2019-02-05 16:11:00,2
2019-02-05 16:17:00,1
2019-02-05 16:34:00,2
2019-02-05 17:50:00,1
2019-02-05 18:00:00,2
2019-02-05 18:10:00,1
2019-02-05 18:12:00,2
2019-02-05 18:23:00,1
2019-02-05 18:35:00,1
2019-02-05 18:41:00,2
2019-02-05 18:47:00,3
2019-02-05 18:49:00,2
2019-02-05 18:52:00,1
2019-02-05 18:53:00,2
2019-02-05 18:54:00,1
2019-02-05 18:55:00,1
2019-02-05 18:57:00,2
2019-02-05 19:00:00,1
2019-02-05 19:06:00,1
2019-02-05 19:07:00,1
2019-02-05 19:08:00,1
2019-02-05 19:09:00,1
2019-02-05 19:10:00,2
2019-02-05 19:12:00,1
2019-02-05 19:39:00,1
2019-02-05 19:40:00,2
2019-02-05 19:52:00,2
2019-02-05 19:53:00,2
2019-02-05 19:55:00,1
2019-02-05 20:00:00,1
2019-02-05 20:01:00,1
2019-02-05 20:18:00,2
2019-02-05 20:25:00,1
2019-02-05 20:26:00,2
2019-02-05 20:27:00,1
2019-02-05 20:39:00,1
2019-02-05 20:42:00,1
2019-02-05 20:46:00,3
2019-02-05 21:07:00,2
2019-02-05 21:16:00,1
2019-02-05 21:23:00,1
2019-02-05 21:34:00,1
2019-02-05 21:35:00,1
2019-02-05 21:38:00,1
2019-02-05 21:49:00,1
2019-02-05 22:01:00,1
2019-02-05 22:03:00,1
2019-02-05 22:05:00,2
2019-02-05 22:28:00,1
2019-02-05 22:41:00,1
2019-02-05 23:04:00,4
