3017,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-02-05 00:00:00,10
2019-02-05 00:01:00,10
2019-02-05 00:02:00,10
2019-02-05 00:03:00,10
2019-02-05 00:04:00,8
2019-02-05 00:05:00,7
2019-02-05 00:06:00,5
2019-02-05 00:07:00,10
2019-02-05 00:10:00,15
2019-02-05 00:11:00,10
2019-02-05 00:12:00,10
2019-02-05 00:13:00,5
2019-02-05 00:14:00,5
2019-02-05 11:54:00,1
2019-02-05 13:46:00,10
2019-02-05 13:47:00,5
2019-02-05 13:48:00,15
2019-02-05 13:49:00,15
2019-02-05 13:51:00,20
2019-02-05 13:54:00,21
2019-02-05 13:55:00,29
2019-02-05 13:56:00,7
2019-02-05 13:57:00,3
2019-02-05 13:58:00,15
2019-02-05 14:04:00,30
2019-02-05 14:05:00,20
2019-02-05 14:07:00,25
2019-02-05 14:08:00,5
2019-02-05 14:09:00,11
2019-02-05 14:10:00,9
2019-02-05 14:11:00,12
2019-02-05 14:12:00,3
2019-02-05 14:14:00,25
2019-02-05 14:16:00,15
2019-02-05 14:17:00,5
2019-02-05 14:18:00,5
2019-02-05 14:22:00,5
2019-02-05 14:23:00,25
2019-02-05 14:24:00,10
2019-02-05 14:32:00,50
2019-02-05 14:33:00,4
2019-02-05 14:34:00,11
2019-02-05 14:38:00,16
2019-02-05 14:39:00,14
2019-02-05 14:40:00,4
2019-02-05 14:41:00,11
2019-02-05 14:42:00,10
2019-02-05 14:43:00,15
2019-02-05 14:44:00,10
2019-02-05 14:46:00,1
2019-02-05 14:48:00,25
2019-02-05 14:49:00,10
2019-02-05 14:50:00,10
2019-02-05 14:51:00,5
2019-02-05 14:52:00,20
2019-02-05 14:53:00,11
2019-02-05 14:54:00,10
2019-02-05 14:55:00,1
2019-02-05 14:56:00,1
2019-02-05 14:57:00,1
2019-02-05 14:58:00,4
2019-02-05 14:59:00,22
2019-02-05 15:00:00,16
2019-02-05 15:01:00,10
2019-02-05 15:02:00,1
2019-02-05 15:03:00,5
2019-02-05 15:07:00,1
2019-02-05 15:09:00,17
2019-02-05 15:10:00,33
2019-02-05 15:11:00,5
2019-02-05 15:12:00,15
2019-02-05 15:14:00,15
2019-02-05 15:15:00,10
2019-02-05 15:17:00,20
2019-02-05 15:18:00,5
2019-02-05 15:22:00,2
2019-02-05 15:23:00,43
2019-02-05 15:25:00,15
2019-02-05 15:26:00,10
2019-02-05 15:27:00,5
2019-02-05 15:30:00,18
2019-02-05 15:31:00,7
2019-02-05 15:32:00,3
2019-02-05 15:33:00,17
2019-02-05 15:34:00,5
2019-02-05 15:40:00,47
2019-02-05 15:41:00,3
2019-02-05 15:42:00,5
2019-02-05 15:49:00,7
2019-02-05 15:50:00,43
2019-02-05 15:51:00,5
2019-02-05 15:52:00,5
2019-02-05 15:53:00,10
2019-02-05 15:54:00,10
2019-02-05 16:00:00,24
2019-02-05 16:01:00,26
2019-02-05 16:02:00,10
2019-02-05 16:03:00,5
2019-02-05 16:04:00,15
2019-02-05 16:05:00,5
2019-02-05 16:06:00,10
2019-02-05 16:12:00,29
2019-02-05 16:13:00,16
2019-02-05 16:14:00,5
2019-02-05 16:15:00,10
2019-02-05 16:16:00,10
2019-02-05 16:17:00,6
2019-02-05 16:18:00,9
2019-02-05 16:19:00,20
2019-02-05 16:20:00,5
2019-02-05 16:21:00,15
2019-02-05 16:22:00,5
2019-02-05 16:27:00,16
2019-02-05 16:28:00,34
2019-02-05 16:34:00,1
2019-02-05 16:36:00,45
2019-02-05 16:38:00,10
2019-02-05 16:39:00,20
2019-02-05 16:41:00,15
2019-02-05 16:42:00,10
2019-02-05 16:43:00,5
2019-02-05 16:45:00,15
2019-02-05 16:46:00,15
2019-02-05 16:47:00,5
2019-02-05 16:52:00,50
2019-02-05 16:55:00,10
2019-02-05 16:56:00,5
2019-02-05 17:02:00,50
2019-02-05 17:04:00,5
2019-02-05 17:06:00,15
2019-02-05 17:07:00,5
2019-02-05 17:08:00,15
2019-02-05 17:09:00,5
2019-02-05 17:11:00,20
2019-02-05 17:17:00,17
2019-02-05 17:18:00,34
2019-02-05 17:19:00,5
2019-02-05 17:20:00,5
2019-02-05 17:21:00,15
2019-02-05 17:22:00,10
2019-02-05 17:23:00,5
2019-02-05 17:24:00,20
2019-02-05 17:25:00,5
2019-02-05 17:26:00,8
2019-02-05 17:27:00,2
2019-02-05 17:32:00,1
2019-02-05 17:33:00,49
2019-02-05 17:35:00,5
2019-02-05 17:37:00,10
2019-02-05 17:42:00,4
2019-02-05 17:43:00,26
2019-02-05 17:44:00,5
2019-02-05 17:45:00,15
2019-02-05 17:46:00,10
2019-02-05 17:52:00,4
2019-02-05 17:53:00,41
2019-02-05 18:04:00,42
2019-02-05 18:05:00,8
2019-02-05 18:11:00,11
2019-02-05 18:12:00,39
2019-02-05 18:14:00,15
2019-02-05 18:16:00,20
2019-02-05 18:18:00,10
2019-02-05 18:19:00,10
2019-02-05 18:25:00,44
2019-02-05 18:26:00,6
2019-02-05 18:27:00,6
2019-02-05 18:28:00,14
2019-02-05 18:34:00,10
2019-02-05 18:35:00,40
2019-02-05 18:37:00,10
2019-02-05 18:38:00,5
2019-02-05 18:39:00,15
2019-02-05 18:41:00,20
2019-02-05 18:42:00,15
2019-02-05 18:43:00,5
2019-02-05 18:45:00,5
2019-02-05 18:46:00,5
2019-02-05 18:53:00,50
2019-02-05 18:55:00,15
2019-02-05 18:57:00,15
2019-02-05 19:04:00,40
2019-02-05 19:05:00,3
2019-02-05 19:06:00,2
2019-02-05 19:11:00,15
2019-02-05 19:12:00,35
2019-02-05 19:14:00,10
2019-02-05 19:21:00,20
2019-02-05 19:22:00,25
2019-02-05 19:23:00,2
2019-02-05 19:24:00,13
2019-02-05 19:25:00,10
2019-02-05 19:26:00,10
2019-02-05 19:27:00,10
2019-02-05 19:28:00,10
2019-02-05 19:30:00,10
2019-02-05 19:36:00,21
2019-02-05 19:37:00,29
2019-02-05 19:43:00,19
2019-02-05 19:44:00,31
2019-02-05 19:45:00,5
2019-02-05 19:46:00,5
2019-02-05 19:52:00,50
2019-02-05 20:00:00,43
2019-02-05 20:01:00,7
2019-02-05 20:10:00,37
2019-02-05 20:11:00,13
2019-02-05 20:16:00,1
2019-02-05 20:17:00,49
2019-02-05 20:18:00,2
2019-02-05 20:19:00,8
2019-02-05 20:20:00,10
2019-02-05 20:21:00,5
