250,select * from fDocFunctionParams(&&&)
2019-12-24 01:19:00,1
2019-12-24 02:23:00,3
2019-12-24 03:50:00,1
2019-12-24 06:49:00,1
2019-12-24 08:04:00,1
2019-12-24 10:01:00,1
2019-12-24 10:24:00,1
2019-12-24 10:47:00,1
2019-12-24 12:13:00,1
2019-12-24 14:13:00,3
2019-12-24 14:14:00,1
2019-12-24 14:15:00,7
2019-12-24 14:50:00,3
2019-12-24 15:36:00,3
2019-12-24 18:09:00,3
2019-12-24 18:33:00,1
2019-12-24 18:34:00,111
2019-12-24 18:35:00,21
2019-12-24 19:36:00,3
2019-12-24 19:41:00,8
2019-12-24 20:24:00,1
2019-12-24 23:42:00,23
2019-12-24 23:43:00,6
2019-12-24 23:44:00,3
2019-12-24 23:45:00,42
