250,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-12-24 01:05:00,4
2019-12-24 04:05:00,1
2019-12-24 07:40:00,30
2019-12-24 07:41:00,31
2019-12-24 07:42:00,33
2019-12-24 07:43:00,33
2019-12-24 07:44:00,33
2019-12-24 07:45:00,32
2019-12-24 07:46:00,33
2019-12-24 10:30:00,9
2019-12-24 11:20:00,1
2019-12-24 11:25:00,1
2019-12-24 11:27:00,1
2019-12-24 12:20:00,1
2019-12-24 12:21:00,1
2019-12-24 13:05:00,1
2019-12-24 14:20:00,1
2019-12-24 16:20:00,1
2019-12-24 18:10:00,1
2019-12-24 22:20:00,1
2019-12-24 23:10:00,1
