90,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-12-24 00:45:00,1
2019-12-24 01:45:00,1
2019-12-24 01:55:00,9
2019-12-24 02:45:00,1
2019-12-24 03:45:00,1
2019-12-24 04:45:00,1
2019-12-24 04:46:00,4
2019-12-24 04:47:00,2
2019-12-24 04:48:00,2
2019-12-24 04:53:00,2
2019-12-24 04:54:00,2
2019-12-24 05:12:00,2
2019-12-24 05:13:00,3
2019-12-24 05:14:00,3
2019-12-24 05:15:00,3
2019-12-24 05:16:00,1
2019-12-24 05:18:00,4
2019-12-24 05:19:00,2
2019-12-24 05:39:00,1
2019-12-24 05:42:00,2
2019-12-24 05:43:00,2
2019-12-24 05:46:00,1
2019-12-24 06:45:00,1
2019-12-24 07:45:00,1
2019-12-24 08:44:00,1
2019-12-24 08:59:00,8
2019-12-24 09:00:00,1
2019-12-24 09:45:00,1
2019-12-24 10:45:00,1
2019-12-24 11:45:00,1
2019-12-24 12:45:00,1
2019-12-24 13:45:00,1
2019-12-24 14:45:00,1
2019-12-24 15:45:00,1
2019-12-24 16:45:00,1
2019-12-24 17:45:00,1
2019-12-24 17:46:00,9
2019-12-24 18:01:00,9
2019-12-24 18:45:00,1
