313,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-12-24 23:13:00,10
2019-12-24 23:14:00,24
2019-12-24 23:15:00,23
2019-12-24 23:16:00,22
2019-12-24 23:17:00,22
2019-12-24 23:18:00,21
2019-12-24 23:19:00,20
2019-12-24 23:20:00,22
2019-12-24 23:21:00,5
2019-12-24 23:25:00,22
2019-12-24 23:26:00,26
2019-12-24 23:27:00,28
2019-12-24 23:28:00,27
2019-12-24 23:29:00,20
2019-12-24 23:36:00,6
2019-12-24 23:37:00,7
2019-12-24 23:40:00,1
2019-12-24 23:43:00,1
2019-12-24 23:58:00,6
