46,select * from Frame where fieldId=#
2019-12-26 00:51:00,1
2019-12-26 01:21:00,1
2019-12-26 01:29:00,1
2019-12-26 03:07:00,1
2019-12-26 03:15:00,1
2019-12-26 03:37:00,1
2019-12-26 03:41:00,1
2019-12-26 04:01:00,1
2019-12-26 05:29:00,1
2019-12-26 05:34:00,1
2019-12-26 05:42:00,1
2019-12-26 06:58:00,1
2019-12-26 07:37:00,1
2019-12-26 08:09:00,1
2019-12-26 08:52:00,1
2019-12-26 11:23:00,1
2019-12-26 11:31:00,1
2019-12-26 11:37:00,1
2019-12-26 12:05:00,1
2019-12-26 12:52:00,1
2019-12-26 13:36:00,1
2019-12-26 13:39:00,1
2019-12-26 13:55:00,1
2019-12-26 14:13:00,1
2019-12-26 14:15:00,2
2019-12-26 16:04:00,1
2019-12-26 16:07:00,1
2019-12-26 16:23:00,1
2019-12-26 17:25:00,1
2019-12-26 17:30:00,1
2019-12-26 18:39:00,1
2019-12-26 18:45:00,1
2019-12-26 19:00:00,1
2019-12-26 19:04:00,1
2019-12-26 19:38:00,1
2019-12-26 19:41:00,1
2019-12-26 19:47:00,1
2019-12-26 20:40:00,1
2019-12-26 20:43:00,1
2019-12-26 20:45:00,1
2019-12-26 20:56:00,1
2019-12-26 21:16:00,1
2019-12-26 21:26:00,1
2019-12-26 21:55:00,1
2019-12-26 23:22:00,1
