11,"select top # plate,MJD,fiberID from specObj   where waveMin <= # and waveMax >= # and snMedian_g >= # and snMedian_g < # and subclass like &&&"
2019-12-26 07:33:00,1
2019-12-26 07:37:00,1
2019-12-26 07:38:00,2
2019-12-26 07:40:00,1
2019-12-26 08:14:00,3
2019-12-26 08:15:00,3
