37,select * from SpecLine where specObjId=#
2019-12-26 06:01:00,1
2019-12-26 08:20:00,1
2019-12-26 09:50:00,1
2019-12-26 09:51:00,1
2019-12-26 10:02:00,1
2019-12-26 11:37:00,1
2019-12-26 11:49:00,1
2019-12-26 13:44:00,1
2019-12-26 14:10:00,1
2019-12-26 14:45:00,1
2019-12-26 15:13:00,1
2019-12-26 15:14:00,1
2019-12-26 15:18:00,1
2019-12-26 15:26:00,1
2019-12-26 15:47:00,1
2019-12-26 15:49:00,1
2019-12-26 16:07:00,1
2019-12-26 16:09:00,1
2019-12-26 16:41:00,1
2019-12-26 16:47:00,1
2019-12-26 16:52:00,1
2019-12-26 17:07:00,1
2019-12-26 17:29:00,1
2019-12-26 18:10:00,1
2019-12-26 18:16:00,1
2019-12-26 18:23:00,1
2019-12-26 18:33:00,1
2019-12-26 19:11:00,1
2019-12-26 19:31:00,1
2019-12-26 19:38:00,1
2019-12-26 20:29:00,1
2019-12-26 20:33:00,1
2019-12-26 20:56:00,1
2019-12-26 21:11:00,1
2019-12-26 23:13:00,1
2019-12-26 23:46:00,1
2019-12-26 23:56:00,1
