2,"SELECT           G.ra, G.dec, S.mjd, S.plate, S.fiberID,                       S.z, S.zErr, S.rChi2, S.velDisp, S.velDispErr,                      G.extinction_r, G.petroMag_r, G.psfMag_r, G.psfMagErr_r,           G.modelMag_u, modelMagErr_u, G.modelMag_g, modelMagErr_g,           G.modelMag_r, modelMagErr_r, G.modelMag_i, modelMagErr_i,           G.modelMag_z, modelMagErr_z, G.petroR5#_r, G.petroR9#_r,                   INTO mydb.SDSSspecgalsDR1# FROM SpecObj S CROSS APPLY           dbo.fGetNearestObjEQ(S.ra, S.dec, #) N, Galaxy G         WHERE N.objID = G.objID                     AND (G.petroMag_r > # AND G.petroMag_r < #)           AND (G.modelMag_u-G.modelMag_r) > #           AND (G.modelMag_u-G.modelMag_r) < #           AND (modelMag_u > # AND modelMag_u < #)           AND (modelMag_g > # AND modelMag_g < #)           AND (modelMag_r > # AND modelMag_r < #)           AND (modelMag_i > # AND modelMag_i < #)           AND (modelMag_z > # AND modelMag_z < #)           AND S.rChi2 < #           AND (S.zErr > # AND S.zErr < #)           AND S.z > #"
2019-07-31 09:34:00,1
2019-07-31 09:35:00,1
