24,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-07-31 19:04:00,1
2019-07-31 19:12:00,1
2019-07-31 19:24:00,1
2019-07-31 19:26:00,1
2019-07-31 19:31:00,1
2019-07-31 19:41:00,1
2019-07-31 19:48:00,1
2019-07-31 19:50:00,1
2019-07-31 20:03:00,1
2019-07-31 21:55:00,1
2019-07-31 21:57:00,1
2019-07-31 21:59:00,1
2019-07-31 22:09:00,1
2019-07-31 22:12:00,1
2019-07-31 22:17:00,1
2019-07-31 22:21:00,1
2019-07-31 22:41:00,1
2019-07-31 23:07:00,1
2019-07-31 23:12:00,1
2019-07-31 23:16:00,1
2019-07-31 23:35:00,1
2019-07-31 23:43:00,1
2019-07-31 23:51:00,1
2019-07-31 23:56:00,1
