123,select * from PhotozRF where objid=#
2019-07-31 00:04:00,1
2019-07-31 00:35:00,1
2019-07-31 00:40:00,1
2019-07-31 01:19:00,1
2019-07-31 01:34:00,1
2019-07-31 01:39:00,1
2019-07-31 01:55:00,1
2019-07-31 02:07:00,1
2019-07-31 02:48:00,1
2019-07-31 03:01:00,1
2019-07-31 03:20:00,1
2019-07-31 03:25:00,1
2019-07-31 03:28:00,1
2019-07-31 03:35:00,1
2019-07-31 03:36:00,1
2019-07-31 03:39:00,1
2019-07-31 03:55:00,1
2019-07-31 04:02:00,2
2019-07-31 04:06:00,1
2019-07-31 04:09:00,1
2019-07-31 04:30:00,1
2019-07-31 04:57:00,1
2019-07-31 05:01:00,1
2019-07-31 05:03:00,1
2019-07-31 05:08:00,1
2019-07-31 05:18:00,1
2019-07-31 05:30:00,1
2019-07-31 05:33:00,1
2019-07-31 05:43:00,1
2019-07-31 06:20:00,1
2019-07-31 06:22:00,1
2019-07-31 06:25:00,1
2019-07-31 06:33:00,1
2019-07-31 06:42:00,1
2019-07-31 06:50:00,1
2019-07-31 06:56:00,1
2019-07-31 07:00:00,2
2019-07-31 07:04:00,1
2019-07-31 07:08:00,1
2019-07-31 07:15:00,1
2019-07-31 07:42:00,2
2019-07-31 07:51:00,1
2019-07-31 08:13:00,2
2019-07-31 08:14:00,1
2019-07-31 08:17:00,1
2019-07-31 08:18:00,1
2019-07-31 08:22:00,1
2019-07-31 08:48:00,1
2019-07-31 08:50:00,1
2019-07-31 09:12:00,1
2019-07-31 09:23:00,1
2019-07-31 09:36:00,1
2019-07-31 09:41:00,1
2019-07-31 09:42:00,1
2019-07-31 09:56:00,1
2019-07-31 10:00:00,1
2019-07-31 10:03:00,1
2019-07-31 10:08:00,1
2019-07-31 10:14:00,1
2019-07-31 10:19:00,1
2019-07-31 10:36:00,1
2019-07-31 10:55:00,1
2019-07-31 11:00:00,1
2019-07-31 11:13:00,1
2019-07-31 11:15:00,1
2019-07-31 11:19:00,1
2019-07-31 11:26:00,1
2019-07-31 11:30:00,1
2019-07-31 11:41:00,2
2019-07-31 11:50:00,1
2019-07-31 11:56:00,1
2019-07-31 12:16:00,1
2019-07-31 12:24:00,1
2019-07-31 12:41:00,1
2019-07-31 12:46:00,1
2019-07-31 13:22:00,1
2019-07-31 13:34:00,1
2019-07-31 13:45:00,1
2019-07-31 13:52:00,1
2019-07-31 13:56:00,1
2019-07-31 14:06:00,1
2019-07-31 14:18:00,1
2019-07-31 14:25:00,1
2019-07-31 14:42:00,1
2019-07-31 14:43:00,1
2019-07-31 14:46:00,1
2019-07-31 14:59:00,1
2019-07-31 15:00:00,1
2019-07-31 15:08:00,1
2019-07-31 15:09:00,2
2019-07-31 15:10:00,1
2019-07-31 15:15:00,1
2019-07-31 15:31:00,1
2019-07-31 16:01:00,1
2019-07-31 16:09:00,1
2019-07-31 16:24:00,1
2019-07-31 16:39:00,1
2019-07-31 16:43:00,1
2019-07-31 16:44:00,1
2019-07-31 16:47:00,1
2019-07-31 17:00:00,1
2019-07-31 17:29:00,1
2019-07-31 17:31:00,1
2019-07-31 17:33:00,1
2019-07-31 17:34:00,1
2019-07-31 17:37:00,1
2019-07-31 17:42:00,1
2019-07-31 17:50:00,1
2019-07-31 17:59:00,1
2019-07-31 18:42:00,1
2019-07-31 19:02:00,1
2019-07-31 19:28:00,1
2019-07-31 19:31:00,1
2019-07-31 19:35:00,1
2019-07-31 19:45:00,1
2019-07-31 20:03:00,1
2019-07-31 23:05:00,1
