565,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-07-31 00:23:00,1
2019-07-31 01:26:00,42
2019-07-31 02:48:00,1
2019-07-31 03:32:00,1
2019-07-31 05:26:00,42
2019-07-31 05:33:00,1
2019-07-31 06:04:00,42
2019-07-31 07:05:00,1
2019-07-31 07:36:00,42
2019-07-31 08:08:00,42
2019-07-31 09:25:00,18
2019-07-31 12:27:00,1
2019-07-31 15:08:00,18
2019-07-31 15:54:00,42
2019-07-31 16:04:00,42
2019-07-31 17:22:00,42
2019-07-31 19:10:00,42
2019-07-31 19:43:00,1
2019-07-31 20:28:00,18
2019-07-31 20:50:00,42
2019-07-31 21:10:00,42
2019-07-31 21:24:00,42
