297,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-07-31 00:45:00,1
2019-07-31 01:46:00,1
2019-07-31 02:35:00,1
2019-07-31 02:36:00,1
2019-07-31 02:37:00,2
2019-07-31 02:38:00,3
2019-07-31 02:39:00,1
2019-07-31 02:45:00,1
2019-07-31 03:46:00,1
2019-07-31 04:45:00,1
2019-07-31 05:03:00,9
2019-07-31 05:45:00,1
2019-07-31 06:45:00,1
2019-07-31 07:37:00,1
2019-07-31 07:38:00,1
2019-07-31 07:41:00,1
2019-07-31 07:45:00,1
2019-07-31 07:51:00,1
2019-07-31 07:52:00,1
2019-07-31 07:53:00,1
2019-07-31 08:45:00,1
2019-07-31 08:55:00,9
2019-07-31 08:56:00,9
2019-07-31 09:45:00,1
2019-07-31 09:56:00,1
2019-07-31 10:04:00,27
2019-07-31 10:07:00,8
2019-07-31 10:08:00,10
2019-07-31 10:11:00,9
2019-07-31 10:13:00,9
2019-07-31 10:14:00,9
2019-07-31 10:15:00,18
2019-07-31 10:19:00,18
2019-07-31 10:22:00,9
2019-07-31 10:23:00,9
2019-07-31 10:26:00,4
2019-07-31 10:27:00,32
2019-07-31 10:31:00,9
2019-07-31 10:45:00,1
2019-07-31 11:51:00,1
2019-07-31 12:45:00,1
2019-07-31 12:49:00,1
2019-07-31 12:50:00,1
2019-07-31 13:46:00,1
2019-07-31 14:29:00,1
2019-07-31 14:31:00,1
2019-07-31 14:34:00,1
2019-07-31 14:35:00,2
2019-07-31 14:36:00,1
2019-07-31 14:37:00,2
2019-07-31 14:45:00,1
2019-07-31 15:46:00,1
2019-07-31 16:03:00,9
2019-07-31 16:45:00,1
2019-07-31 17:21:00,9
2019-07-31 17:31:00,9
2019-07-31 17:45:00,1
2019-07-31 18:17:00,9
2019-07-31 18:31:00,9
2019-07-31 18:46:00,1
2019-07-31 19:25:00,9
2019-07-31 19:45:00,1
