16,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-07-31 13:59:00,1
2019-07-31 14:02:00,1
2019-07-31 14:04:00,1
2019-07-31 14:11:00,1
2019-07-31 14:14:00,1
2019-07-31 14:19:00,1
2019-07-31 14:21:00,1
2019-07-31 14:24:00,1
2019-07-31 14:29:00,1
2019-07-31 14:36:00,1
2019-07-31 14:44:00,1
2019-07-31 14:50:00,1
2019-07-31 21:21:00,1
2019-07-31 21:26:00,1
2019-07-31 21:31:00,1
2019-07-31 21:37:00,1
