8,"SELECT TOP #  objid AS name, ra, dec FROM PhotoObj WHERE   score > #  AND u BETWEEN # AND #  AND g BETWEEN # AND # ORDER BY field"
2019-07-31 17:50:00,2
2019-07-31 18:21:00,1
2019-07-31 18:52:00,1
2019-07-31 18:53:00,1
2019-07-31 18:55:00,1
2019-07-31 18:57:00,1
2019-07-31 19:02:00,1
