184,select * from XCRedshift where specObjId=#
2019-07-05 00:49:00,1
2019-07-05 03:01:00,1
2019-07-05 03:11:00,1
2019-07-05 04:16:00,1
2019-07-05 08:16:00,1
2019-07-05 11:29:00,1
2019-07-05 12:00:00,1
2019-07-05 12:11:00,1
2019-07-05 12:49:00,1
2019-07-05 13:09:00,1
2019-07-05 13:10:00,1
2019-07-05 13:34:00,1
2019-07-05 13:40:00,1
2019-07-05 13:45:00,1
2019-07-05 14:15:00,1
2019-07-05 14:38:00,1
2019-07-05 15:11:00,1
2019-07-05 16:09:00,1
2019-07-05 16:11:00,3
2019-07-05 16:23:00,1
2019-07-05 17:01:00,1
2019-07-05 17:07:00,1
2019-07-05 17:17:00,1
2019-07-05 17:27:00,2
2019-07-05 17:35:00,1
2019-07-05 17:50:00,1
2019-07-05 17:54:00,1
2019-07-05 17:57:00,1
2019-07-05 18:08:00,1
2019-07-05 18:12:00,1
2019-07-05 18:31:00,2
2019-07-05 18:40:00,1
2019-07-05 18:46:00,1
2019-07-05 18:47:00,1
2019-07-05 18:54:00,1
2019-07-05 18:55:00,1
2019-07-05 18:57:00,1
2019-07-05 19:27:00,1
2019-07-05 19:47:00,1
2019-07-05 20:34:00,1
2019-07-05 20:58:00,1
2019-07-05 21:08:00,2
2019-07-05 21:12:00,2
2019-07-05 21:14:00,1
2019-07-05 21:15:00,4
2019-07-05 21:16:00,3
2019-07-05 21:18:00,2
2019-07-05 21:19:00,1
2019-07-05 21:21:00,2
2019-07-05 21:22:00,2
2019-07-05 21:23:00,3
2019-07-05 21:24:00,3
2019-07-05 21:26:00,2
2019-07-05 21:29:00,2
2019-07-05 21:34:00,1
2019-07-05 21:36:00,1
2019-07-05 21:43:00,1
2019-07-05 21:53:00,2
2019-07-05 21:54:00,5
2019-07-05 21:55:00,1
2019-07-05 21:56:00,1
2019-07-05 21:57:00,1
2019-07-05 21:58:00,4
2019-07-05 21:59:00,8
2019-07-05 22:00:00,2
2019-07-05 22:02:00,1
2019-07-05 22:03:00,3
2019-07-05 22:04:00,3
2019-07-05 22:05:00,1
2019-07-05 22:06:00,1
2019-07-05 22:07:00,4
2019-07-05 22:08:00,1
2019-07-05 22:09:00,3
2019-07-05 22:11:00,1
2019-07-05 22:14:00,1
2019-07-05 22:15:00,3
2019-07-05 22:16:00,4
2019-07-05 22:17:00,1
2019-07-05 22:21:00,4
2019-07-05 22:23:00,1
2019-07-05 22:24:00,2
2019-07-05 22:25:00,2
2019-07-05 22:26:00,3
2019-07-05 22:28:00,7
2019-07-05 22:29:00,3
2019-07-05 22:31:00,3
2019-07-05 22:32:00,1
2019-07-05 22:35:00,1
2019-07-05 22:44:00,2
2019-07-05 22:45:00,3
2019-07-05 22:46:00,1
2019-07-05 22:47:00,1
2019-07-05 22:49:00,1
2019-07-05 22:50:00,2
2019-07-05 22:51:00,1
2019-07-05 22:55:00,1
2019-07-05 23:02:00,1
2019-07-05 23:04:00,1
2019-07-05 23:05:00,1
2019-07-05 23:07:00,1
2019-07-05 23:11:00,1
2019-07-05 23:12:00,1
2019-07-05 23:20:00,1
2019-07-05 23:21:00,2
2019-07-05 23:30:00,1
2019-07-05 23:32:00,1
2019-07-05 23:40:00,3
2019-07-05 23:47:00,1
2019-07-05 23:50:00,1
2019-07-05 23:55:00,1
