11017,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-07-05 00:00:00,1
2019-07-05 00:01:00,2
2019-07-05 00:02:00,27
2019-07-05 00:03:00,15
2019-07-05 00:06:00,18
2019-07-05 00:08:00,3
2019-07-05 00:09:00,10
2019-07-05 00:10:00,1
2019-07-05 00:11:00,2
2019-07-05 00:12:00,27
2019-07-05 00:13:00,15
2019-07-05 00:16:00,18
2019-07-05 00:18:00,3
2019-07-05 00:19:00,10
2019-07-05 00:20:00,1
2019-07-05 00:21:00,2
2019-07-05 00:22:00,27
2019-07-05 00:23:00,15
2019-07-05 00:26:00,18
2019-07-05 00:28:00,3
2019-07-05 00:29:00,10
2019-07-05 00:30:00,1
2019-07-05 00:31:00,2
2019-07-05 00:32:00,27
2019-07-05 00:33:00,15
2019-07-05 00:36:00,18
2019-07-05 00:38:00,3
2019-07-05 00:39:00,10
2019-07-05 00:40:00,1
2019-07-05 00:41:00,2
2019-07-05 00:42:00,26
2019-07-05 00:43:00,16
2019-07-05 00:46:00,18
2019-07-05 00:48:00,3
2019-07-05 00:49:00,10
2019-07-05 00:50:00,1
2019-07-05 00:51:00,2
2019-07-05 00:52:00,25
2019-07-05 00:53:00,17
2019-07-05 00:56:00,18
2019-07-05 00:58:00,3
2019-07-05 00:59:00,10
2019-07-05 01:00:00,1
2019-07-05 01:01:00,2
2019-07-05 01:02:00,25
2019-07-05 01:03:00,17
2019-07-05 01:06:00,18
2019-07-05 01:08:00,3
2019-07-05 01:09:00,10
2019-07-05 01:10:00,1
2019-07-05 01:11:00,2
2019-07-05 01:12:00,25
2019-07-05 01:13:00,17
2019-07-05 01:16:00,18
2019-07-05 01:18:00,3
2019-07-05 01:19:00,12
2019-07-05 01:20:00,1
2019-07-05 01:21:00,2
2019-07-05 01:22:00,25
2019-07-05 01:23:00,17
2019-07-05 01:26:00,18
2019-07-05 01:28:00,3
2019-07-05 01:29:00,10
2019-07-05 01:30:00,1
2019-07-05 01:31:00,2
2019-07-05 01:32:00,25
2019-07-05 01:33:00,17
2019-07-05 01:36:00,18
2019-07-05 01:38:00,3
2019-07-05 01:39:00,10
2019-07-05 01:40:00,2
2019-07-05 01:41:00,4
2019-07-05 01:42:00,25
2019-07-05 01:43:00,17
2019-07-05 01:46:00,9
2019-07-05 01:48:00,22
2019-07-05 01:49:00,10
2019-07-05 01:50:00,1
2019-07-05 01:51:00,2
2019-07-05 01:52:00,25
2019-07-05 01:53:00,17
2019-07-05 01:58:00,21
2019-07-05 01:59:00,10
2019-07-05 02:00:00,1
2019-07-05 02:01:00,2
2019-07-05 02:02:00,26
2019-07-05 02:03:00,18
2019-07-05 02:08:00,21
2019-07-05 02:09:00,10
2019-07-05 02:10:00,1
2019-07-05 02:11:00,2
2019-07-05 02:12:00,27
2019-07-05 02:13:00,17
2019-07-05 02:18:00,21
2019-07-05 02:19:00,10
2019-07-05 02:20:00,1
2019-07-05 02:21:00,2
2019-07-05 02:22:00,25
2019-07-05 02:23:00,17
2019-07-05 02:28:00,21
2019-07-05 02:29:00,10
2019-07-05 02:30:00,1
2019-07-05 02:31:00,2
2019-07-05 02:32:00,25
2019-07-05 02:33:00,17
2019-07-05 02:38:00,21
2019-07-05 02:39:00,10
2019-07-05 02:40:00,2
2019-07-05 02:41:00,2
2019-07-05 02:42:00,25
2019-07-05 02:43:00,17
2019-07-05 02:44:00,1
2019-07-05 02:48:00,21
2019-07-05 02:49:00,10
2019-07-05 02:50:00,1
2019-07-05 02:51:00,2
2019-07-05 02:52:00,25
2019-07-05 02:53:00,16
2019-07-05 02:54:00,1
2019-07-05 02:57:00,1
2019-07-05 02:58:00,21
2019-07-05 02:59:00,10
2019-07-05 03:00:00,1
2019-07-05 03:01:00,2
2019-07-05 03:02:00,25
2019-07-05 03:03:00,16
2019-07-05 03:04:00,1
2019-07-05 03:08:00,21
2019-07-05 03:09:00,10
2019-07-05 03:10:00,1
2019-07-05 03:11:00,2
2019-07-05 03:12:00,25
2019-07-05 03:13:00,16
2019-07-05 03:14:00,1
2019-07-05 03:18:00,21
2019-07-05 03:19:00,10
2019-07-05 03:20:00,1
2019-07-05 03:21:00,2
2019-07-05 03:22:00,25
2019-07-05 03:23:00,16
2019-07-05 03:24:00,1
2019-07-05 03:28:00,21
2019-07-05 03:29:00,10
2019-07-05 03:30:00,1
2019-07-05 03:31:00,1
2019-07-05 03:32:00,25
2019-07-05 03:33:00,18
2019-07-05 03:34:00,2
2019-07-05 03:36:00,1
2019-07-05 03:38:00,22
2019-07-05 03:39:00,10
2019-07-05 03:40:00,1
2019-07-05 03:42:00,24
2019-07-05 03:43:00,18
2019-07-05 03:44:00,2
2019-07-05 03:48:00,21
2019-07-05 03:49:00,10
2019-07-05 03:50:00,1
2019-07-05 03:52:00,24
2019-07-05 03:53:00,18
2019-07-05 03:54:00,2
2019-07-05 03:58:00,21
2019-07-05 03:59:00,10
2019-07-05 04:00:00,1
2019-07-05 04:02:00,24
2019-07-05 04:03:00,18
2019-07-05 04:04:00,2
2019-07-05 04:08:00,21
2019-07-05 04:09:00,10
2019-07-05 04:10:00,1
2019-07-05 04:12:00,24
2019-07-05 04:13:00,18
2019-07-05 04:14:00,2
2019-07-05 04:18:00,21
2019-07-05 04:19:00,10
2019-07-05 04:20:00,1
2019-07-05 04:22:00,24
2019-07-05 04:23:00,18
2019-07-05 04:24:00,2
2019-07-05 04:28:00,21
2019-07-05 04:29:00,10
2019-07-05 04:30:00,1
2019-07-05 04:32:00,24
2019-07-05 04:33:00,18
2019-07-05 04:34:00,2
2019-07-05 04:38:00,17
2019-07-05 04:39:00,14
2019-07-05 04:40:00,1
2019-07-05 04:42:00,24
2019-07-05 04:43:00,18
2019-07-05 04:44:00,2
2019-07-05 04:48:00,15
2019-07-05 04:49:00,16
2019-07-05 04:50:00,1
2019-07-05 04:52:00,24
2019-07-05 04:53:00,18
2019-07-05 04:54:00,2
2019-07-05 04:58:00,16
2019-07-05 04:59:00,15
2019-07-05 05:00:00,1
2019-07-05 05:02:00,24
2019-07-05 05:03:00,18
2019-07-05 05:04:00,2
2019-07-05 05:08:00,16
2019-07-05 05:09:00,15
2019-07-05 05:10:00,1
2019-07-05 05:11:00,1
2019-07-05 05:12:00,24
2019-07-05 05:13:00,18
2019-07-05 05:14:00,2
2019-07-05 05:18:00,12
2019-07-05 05:19:00,19
2019-07-05 05:20:00,1
2019-07-05 05:22:00,24
2019-07-05 05:23:00,18
2019-07-05 05:24:00,2
2019-07-05 05:28:00,15
2019-07-05 05:29:00,16
2019-07-05 05:30:00,1
2019-07-05 05:32:00,24
2019-07-05 05:33:00,18
2019-07-05 05:34:00,2
2019-07-05 05:38:00,12
2019-07-05 05:39:00,19
2019-07-05 05:40:00,1
2019-07-05 05:42:00,24
2019-07-05 05:43:00,18
2019-07-05 05:44:00,2
2019-07-05 05:48:00,14
2019-07-05 05:49:00,17
2019-07-05 05:50:00,2
2019-07-05 05:52:00,24
2019-07-05 05:53:00,18
2019-07-05 05:54:00,2
2019-07-05 05:58:00,14
2019-07-05 05:59:00,17
2019-07-05 06:00:00,1
2019-07-05 06:02:00,24
2019-07-05 06:03:00,18
2019-07-05 06:04:00,2
2019-07-05 06:08:00,13
2019-07-05 06:09:00,18
2019-07-05 06:11:00,1
2019-07-05 06:12:00,23
2019-07-05 06:13:00,19
2019-07-05 06:14:00,2
2019-07-05 06:18:00,14
2019-07-05 06:19:00,17
2019-07-05 06:21:00,1
2019-07-05 06:22:00,23
2019-07-05 06:23:00,19
2019-07-05 06:24:00,2
2019-07-05 06:28:00,12
2019-07-05 06:29:00,19
2019-07-05 06:31:00,1
2019-07-05 06:32:00,23
2019-07-05 06:33:00,19
2019-07-05 06:34:00,2
2019-07-05 06:38:00,13
2019-07-05 06:39:00,18
2019-07-05 06:41:00,1
2019-07-05 06:42:00,23
2019-07-05 06:43:00,19
2019-07-05 06:44:00,2
2019-07-05 06:48:00,12
2019-07-05 06:49:00,19
2019-07-05 06:51:00,1
2019-07-05 06:52:00,21
2019-07-05 06:53:00,21
2019-07-05 06:54:00,3
2019-07-05 06:58:00,12
2019-07-05 06:59:00,19
2019-07-05 07:01:00,1
2019-07-05 07:02:00,20
2019-07-05 07:03:00,22
2019-07-05 07:04:00,2
2019-07-05 07:08:00,12
2019-07-05 07:09:00,19
2019-07-05 07:11:00,1
2019-07-05 07:12:00,19
2019-07-05 07:13:00,23
2019-07-05 07:14:00,2
2019-07-05 07:18:00,12
2019-07-05 07:19:00,19
2019-07-05 07:21:00,1
2019-07-05 07:22:00,21
2019-07-05 07:23:00,23
2019-07-05 07:24:00,2
2019-07-05 07:28:00,12
2019-07-05 07:29:00,19
2019-07-05 07:31:00,1
2019-07-05 07:32:00,19
2019-07-05 07:33:00,23
2019-07-05 07:34:00,2
2019-07-05 07:38:00,12
2019-07-05 07:39:00,19
2019-07-05 07:41:00,1
2019-07-05 07:42:00,20
2019-07-05 07:43:00,24
2019-07-05 07:44:00,2
2019-07-05 07:48:00,10
2019-07-05 07:49:00,21
2019-07-05 07:51:00,1
2019-07-05 07:52:00,18
2019-07-05 07:53:00,24
2019-07-05 07:54:00,2
2019-07-05 07:58:00,12
2019-07-05 07:59:00,19
2019-07-05 08:01:00,1
2019-07-05 08:02:00,18
2019-07-05 08:03:00,23
2019-07-05 08:04:00,3
2019-07-05 08:08:00,12
2019-07-05 08:09:00,19
2019-07-05 08:11:00,1
2019-07-05 08:12:00,18
2019-07-05 08:13:00,23
2019-07-05 08:14:00,3
2019-07-05 08:18:00,10
2019-07-05 08:19:00,21
2019-07-05 08:21:00,1
2019-07-05 08:22:00,18
2019-07-05 08:23:00,23
2019-07-05 08:24:00,3
2019-07-05 08:28:00,10
2019-07-05 08:29:00,21
2019-07-05 08:31:00,1
2019-07-05 08:32:00,18
2019-07-05 08:33:00,23
2019-07-05 08:34:00,3
2019-07-05 08:38:00,10
2019-07-05 08:39:00,21
2019-07-05 08:41:00,1
2019-07-05 08:42:00,18
2019-07-05 08:43:00,23
2019-07-05 08:44:00,3
2019-07-05 08:46:00,1
2019-07-05 08:48:00,10
2019-07-05 08:49:00,21
2019-07-05 08:51:00,1
2019-07-05 08:52:00,18
2019-07-05 08:53:00,23
2019-07-05 08:54:00,3
2019-07-05 08:58:00,10
2019-07-05 08:59:00,21
2019-07-05 09:01:00,1
2019-07-05 09:02:00,18
2019-07-05 09:03:00,23
2019-07-05 09:04:00,3
2019-07-05 09:08:00,10
2019-07-05 09:09:00,21
2019-07-05 09:11:00,1
2019-07-05 09:12:00,18
2019-07-05 09:13:00,23
2019-07-05 09:14:00,3
2019-07-05 09:18:00,10
2019-07-05 09:19:00,21
2019-07-05 09:21:00,1
2019-07-05 09:22:00,16
2019-07-05 09:23:00,25
2019-07-05 09:24:00,3
2019-07-05 09:28:00,9
2019-07-05 09:29:00,22
2019-07-05 09:31:00,1
2019-07-05 09:32:00,16
2019-07-05 09:33:00,25
2019-07-05 09:34:00,3
2019-07-05 09:38:00,9
2019-07-05 09:39:00,22
2019-07-05 09:41:00,1
2019-07-05 09:42:00,16
2019-07-05 09:43:00,25
2019-07-05 09:44:00,3
2019-07-05 09:48:00,9
2019-07-05 09:49:00,22
2019-07-05 09:51:00,1
2019-07-05 09:52:00,16
2019-07-05 09:53:00,25
2019-07-05 09:54:00,3
2019-07-05 09:58:00,9
2019-07-05 09:59:00,22
2019-07-05 10:01:00,1
2019-07-05 10:02:00,16
2019-07-05 10:03:00,25
2019-07-05 10:04:00,3
2019-07-05 10:08:00,9
2019-07-05 10:09:00,22
2019-07-05 10:11:00,1
2019-07-05 10:12:00,16
2019-07-05 10:13:00,25
2019-07-05 10:14:00,3
2019-07-05 10:18:00,9
2019-07-05 10:19:00,22
2019-07-05 10:21:00,1
2019-07-05 10:22:00,16
2019-07-05 10:23:00,25
2019-07-05 10:24:00,3
2019-07-05 10:28:00,9
2019-07-05 10:29:00,22
2019-07-05 10:31:00,1
2019-07-05 10:32:00,16
2019-07-05 10:33:00,25
2019-07-05 10:34:00,3
2019-07-05 10:38:00,9
2019-07-05 10:39:00,22
