23,select * from Photoz2 where objid=#
2019-07-05 09:22:00,1
2019-07-05 09:24:00,1
2019-07-05 12:11:00,1
2019-07-05 12:18:00,1
2019-07-05 13:58:00,1
2019-07-05 14:31:00,1
2019-07-05 15:37:00,1
2019-07-05 15:45:00,1
2019-07-05 15:54:00,1
2019-07-05 15:55:00,1
2019-07-05 16:43:00,1
2019-07-05 18:09:00,1
2019-07-05 18:44:00,1
2019-07-05 18:46:00,1
2019-07-05 18:50:00,1
2019-07-05 18:58:00,1
2019-07-05 22:04:00,1
2019-07-05 22:13:00,3
2019-07-05 22:30:00,2
2019-07-05 22:42:00,1
