58,select * from ELRedshift where specObjId=#
2019-07-05 10:46:00,1
2019-07-05 10:52:00,1
2019-07-05 11:33:00,1
2019-07-05 12:02:00,1
2019-07-05 12:08:00,1
2019-07-05 12:24:00,1
2019-07-05 13:19:00,1
2019-07-05 13:26:00,1
2019-07-05 14:06:00,1
2019-07-05 14:27:00,1
2019-07-05 14:44:00,1
2019-07-05 15:00:00,1
2019-07-05 15:31:00,1
2019-07-05 15:34:00,1
2019-07-05 15:43:00,1
2019-07-05 17:15:00,1
2019-07-05 17:21:00,1
2019-07-05 17:35:00,1
2019-07-05 17:41:00,1
2019-07-05 17:44:00,1
2019-07-05 17:50:00,1
2019-07-05 17:52:00,1
2019-07-05 17:54:00,1
2019-07-05 18:04:00,2
2019-07-05 18:11:00,1
2019-07-05 18:21:00,1
2019-07-05 18:34:00,1
2019-07-05 18:37:00,1
2019-07-05 18:41:00,2
2019-07-05 18:42:00,1
2019-07-05 18:44:00,1
2019-07-05 18:47:00,2
2019-07-05 18:48:00,1
2019-07-05 18:50:00,1
2019-07-05 19:00:00,1
2019-07-05 19:02:00,1
2019-07-05 19:28:00,1
2019-07-05 19:56:00,1
2019-07-05 20:33:00,1
2019-07-05 20:49:00,1
2019-07-05 20:59:00,2
2019-07-05 21:29:00,1
2019-07-05 21:36:00,1
2019-07-05 21:52:00,1
2019-07-05 22:07:00,2
2019-07-05 22:19:00,1
2019-07-05 22:28:00,1
2019-07-05 22:44:00,2
2019-07-05 23:20:00,1
2019-07-05 23:21:00,2
2019-07-05 23:40:00,1
