29,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-07-05 00:47:00,1
2019-07-05 01:04:00,1
2019-07-05 02:03:00,1
2019-07-05 02:11:00,1
2019-07-05 02:13:00,1
2019-07-05 02:15:00,1
2019-07-05 02:16:00,1
2019-07-05 02:30:00,1
2019-07-05 06:23:00,1
2019-07-05 10:42:00,1
2019-07-05 11:09:00,1
2019-07-05 11:19:00,1
2019-07-05 11:20:00,1
2019-07-05 11:36:00,1
2019-07-05 11:48:00,1
2019-07-05 13:33:00,1
2019-07-05 14:16:00,1
2019-07-05 14:41:00,1
2019-07-05 15:01:00,1
2019-07-05 15:20:00,1
2019-07-05 15:38:00,1
2019-07-05 19:05:00,1
2019-07-05 20:19:00,1
2019-07-05 21:24:00,1
2019-07-05 22:08:00,1
2019-07-05 22:19:00,1
2019-07-05 22:22:00,1
2019-07-05 22:31:00,1
2019-07-05 22:46:00,1
