84,select * from SpecLineIndex where specObjId=#
2019-07-05 10:45:00,1
2019-07-05 10:58:00,1
2019-07-05 11:32:00,1
2019-07-05 11:51:00,1
2019-07-05 12:06:00,1
2019-07-05 13:02:00,1
2019-07-05 13:17:00,2
2019-07-05 13:22:00,1
2019-07-05 15:06:00,1
2019-07-05 16:08:00,1
2019-07-05 16:11:00,2
2019-07-05 16:12:00,1
2019-07-05 17:12:00,1
2019-07-05 17:19:00,1
2019-07-05 17:25:00,1
2019-07-05 17:52:00,1
2019-07-05 17:56:00,1
2019-07-05 18:13:00,1
2019-07-05 18:17:00,1
2019-07-05 18:18:00,1
2019-07-05 18:33:00,2
2019-07-05 18:39:00,2
2019-07-05 18:40:00,2
2019-07-05 18:44:00,1
2019-07-05 18:49:00,2
2019-07-05 18:50:00,1
2019-07-05 18:53:00,1
2019-07-05 19:27:00,2
2019-07-05 20:12:00,1
2019-07-05 20:50:00,1
2019-07-05 20:59:00,2
2019-07-05 21:07:00,1
2019-07-05 21:14:00,2
2019-07-05 21:18:00,1
2019-07-05 21:23:00,1
2019-07-05 21:24:00,2
2019-07-05 21:26:00,1
2019-07-05 21:30:00,1
2019-07-05 21:36:00,1
2019-07-05 21:38:00,1
2019-07-05 21:52:00,1
2019-07-05 21:53:00,2
2019-07-05 21:54:00,1
2019-07-05 21:55:00,1
2019-07-05 21:56:00,2
2019-07-05 21:58:00,3
2019-07-05 21:59:00,1
2019-07-05 22:00:00,2
2019-07-05 22:03:00,1
2019-07-05 22:07:00,1
2019-07-05 22:13:00,2
2019-07-05 22:14:00,1
2019-07-05 22:19:00,3
2019-07-05 22:22:00,1
2019-07-05 22:23:00,1
2019-07-05 22:26:00,1
2019-07-05 22:44:00,2
2019-07-05 22:45:00,1
2019-07-05 22:50:00,2
2019-07-05 22:54:00,1
2019-07-05 23:04:00,1
2019-07-05 23:20:00,1
2019-07-05 23:21:00,1
2019-07-05 23:40:00,1
