11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-07-05 13:58:00,1
2019-07-05 14:09:00,1
2019-07-05 14:13:00,1
2019-07-05 14:15:00,1
2019-07-05 14:20:00,1
2019-07-05 14:23:00,1
2019-07-05 14:27:00,1
2019-07-05 14:59:00,1
2019-07-05 15:02:00,1
2019-07-05 15:06:00,1
2019-07-05 15:15:00,1
