60,select * from PhotoZ where objId=#
2019-07-05 06:35:00,1
2019-07-05 10:48:00,1
2019-07-05 11:31:00,1
2019-07-05 12:02:00,1
2019-07-05 12:06:00,1
2019-07-05 12:42:00,1
2019-07-05 13:28:00,1
2019-07-05 13:45:00,1
2019-07-05 14:54:00,1
2019-07-05 15:02:00,1
2019-07-05 15:03:00,1
2019-07-05 15:10:00,1
2019-07-05 15:22:00,1
2019-07-05 16:56:00,1
2019-07-05 17:35:00,1
2019-07-05 17:36:00,1
2019-07-05 17:37:00,1
2019-07-05 17:59:00,1
2019-07-05 18:07:00,1
2019-07-05 18:11:00,1
2019-07-05 18:30:00,1
2019-07-05 18:32:00,1
2019-07-05 18:38:00,1
2019-07-05 18:39:00,1
2019-07-05 18:41:00,1
2019-07-05 18:42:00,1
2019-07-05 18:47:00,1
2019-07-05 18:48:00,1
2019-07-05 18:51:00,1
2019-07-05 18:53:00,1
2019-07-05 18:56:00,1
2019-07-05 18:57:00,1
2019-07-05 18:59:00,1
2019-07-05 19:02:00,1
2019-07-05 20:58:00,1
2019-07-05 21:14:00,1
2019-07-05 21:18:00,1
2019-07-05 21:19:00,1
2019-07-05 21:23:00,1
2019-07-05 21:27:00,1
2019-07-05 21:49:00,1
2019-07-05 21:52:00,1
2019-07-05 22:07:00,2
2019-07-05 22:13:00,1
2019-07-05 22:19:00,3
2019-07-05 22:25:00,1
2019-07-05 22:42:00,1
2019-07-05 22:43:00,2
2019-07-05 22:44:00,1
2019-07-05 22:50:00,1
2019-07-05 23:20:00,2
2019-07-05 23:21:00,2
2019-07-05 23:40:00,2
