115,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-07-05 07:01:00,1
2019-07-05 07:02:00,1
2019-07-05 07:31:00,1
2019-07-05 07:32:00,2
2019-07-05 07:33:00,1
2019-07-05 07:34:00,1
2019-07-05 07:35:00,8
2019-07-05 07:36:00,1
2019-07-05 07:37:00,1
2019-07-05 07:38:00,1
2019-07-05 07:39:00,2
2019-07-05 07:40:00,1
2019-07-05 08:31:00,1
2019-07-05 09:01:00,1
2019-07-05 09:02:00,1
2019-07-05 09:03:00,1
2019-07-05 09:04:00,1
2019-07-05 09:05:00,7
2019-07-05 09:06:00,2
2019-07-05 09:07:00,1
2019-07-05 09:08:00,1
2019-07-05 09:09:00,1
2019-07-05 09:31:00,2
2019-07-05 09:32:00,1
2019-07-05 10:01:00,1
2019-07-05 10:02:00,1
2019-07-05 10:03:00,1
2019-07-05 10:04:00,1
2019-07-05 10:05:00,14
2019-07-05 10:06:00,1
2019-07-05 10:07:00,1
2019-07-05 10:08:00,1
2019-07-05 10:09:00,1
2019-07-05 10:10:00,2
2019-07-05 10:12:00,1
2019-07-05 10:13:00,1
2019-07-05 10:14:00,2
2019-07-05 10:15:00,1
2019-07-05 10:16:00,1
2019-07-05 10:31:00,1
2019-07-05 10:32:00,1
2019-07-05 11:01:00,1
2019-07-05 11:02:00,1
2019-07-05 11:03:00,1
2019-07-05 11:31:00,2
2019-07-05 12:31:00,1
2019-07-05 12:32:00,1
2019-07-05 14:01:00,1
2019-07-05 14:02:00,1
2019-07-05 14:03:00,2
2019-07-05 14:04:00,1
2019-07-05 14:05:00,2
2019-07-05 14:31:00,2
2019-07-05 14:32:00,1
2019-07-05 14:33:00,1
2019-07-05 14:34:00,1
2019-07-05 14:35:00,11
2019-07-05 14:36:00,1
2019-07-05 14:37:00,1
2019-07-05 14:38:00,1
2019-07-05 14:39:00,1
2019-07-05 14:40:00,1
2019-07-05 14:41:00,1
2019-07-05 14:42:00,1
2019-07-05 14:43:00,1
2019-07-05 14:44:00,1
2019-07-05 16:01:00,1
2019-07-05 16:02:00,2
