2,"SELECT    s.specObjID, s.ra, s.dec, s.z, s.class, s.zWarning, s.snMedian, ife.ra, ife.dec, e.bpt, e.Flux_Hb_#, e.Flux_OIII_#, e.Flux_Ha_#, e.Flux_NII_# into mydb.bpt_diagram_dr1# from mydb.for_bpt as ife      CROSS APPLY dbo.fGetNearestSpecObjEq(ife.ra,ife.dec, #) AS near     JOIN SpecObjAll as s ON near.specObjID=s.specObjID    JOIN emissionLinesPort AS e ON e.specObjID = near.specObjID       WHERE  s.class = &&& AND   s.zWarning=# AND  e.Flux_Ha_# != # AND  e.Flux_Hb_# !=# AND  e.Flux_OIII_# !=# AND  e.Flux_NII_# != # AND  s.snMedian >= #"
2019-07-05 06:53:00,1
2019-07-05 06:54:00,1
