68,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-02-19 02:37:00,1
2019-02-19 05:12:00,1
2019-02-19 05:18:00,1
2019-02-19 05:33:00,1
2019-02-19 06:43:00,1
2019-02-19 07:03:00,1
2019-02-19 07:59:00,1
2019-02-19 08:09:00,1
2019-02-19 08:18:00,1
2019-02-19 08:27:00,1
2019-02-19 08:37:00,1
2019-02-19 08:56:00,1
2019-02-19 09:59:00,1
2019-02-19 10:21:00,1
2019-02-19 10:29:00,1
2019-02-19 11:18:00,2
2019-02-19 12:05:00,1
2019-02-19 12:14:00,1
2019-02-19 13:15:00,1
2019-02-19 14:18:00,1
2019-02-19 14:24:00,2
2019-02-19 14:25:00,1
2019-02-19 15:03:00,1
2019-02-19 15:17:00,1
2019-02-19 17:08:00,1
2019-02-19 18:28:00,1
2019-02-19 18:43:00,1
2019-02-19 18:52:00,1
2019-02-19 18:58:00,1
2019-02-19 19:11:00,2
2019-02-19 19:21:00,1
2019-02-19 20:08:00,1
2019-02-19 20:22:00,1
2019-02-19 20:27:00,1
2019-02-19 20:31:00,1
2019-02-19 20:34:00,1
2019-02-19 20:41:00,2
2019-02-19 20:52:00,1
2019-02-19 21:02:00,1
2019-02-19 21:11:00,1
2019-02-19 21:21:00,1
2019-02-19 21:31:00,1
2019-02-19 21:32:00,1
2019-02-19 21:42:00,1
2019-02-19 21:52:00,2
2019-02-19 22:02:00,2
2019-02-19 22:12:00,2
2019-02-19 22:22:00,1
2019-02-19 22:32:00,2
2019-02-19 22:42:00,1
2019-02-19 22:52:00,2
2019-02-19 23:02:00,2
2019-02-19 23:12:00,2
2019-02-19 23:22:00,1
2019-02-19 23:30:00,1
2019-02-19 23:32:00,1
2019-02-19 23:44:00,1
