87,select * from galSpecLine where specObjId=#
2019-02-19 00:23:00,1
2019-02-19 00:35:00,1
2019-02-19 01:02:00,1
2019-02-19 01:10:00,1
2019-02-19 01:14:00,1
2019-02-19 02:42:00,1
2019-02-19 05:09:00,1
2019-02-19 07:02:00,1
2019-02-19 08:44:00,1
2019-02-19 09:03:00,1
2019-02-19 10:07:00,1
2019-02-19 12:23:00,1
2019-02-19 12:47:00,6
2019-02-19 12:48:00,36
2019-02-19 12:49:00,3
2019-02-19 12:56:00,1
2019-02-19 13:17:00,1
2019-02-19 14:01:00,1
2019-02-19 17:26:00,1
2019-02-19 17:34:00,1
2019-02-19 18:00:00,1
2019-02-19 19:19:00,1
2019-02-19 20:00:00,1
2019-02-19 20:12:00,17
2019-02-19 20:15:00,2
2019-02-19 20:27:00,1
2019-02-19 22:11:00,1
2019-02-19 22:44:00,1
