2308,"SELECT objid, aperFlux7_u, aperFlux7Ivar_u, aperFlux7_g, aperFlux7Ivar_g, aperFlux7_r, aperFlux7Ivar_r, aperFlux7_i, aperFlux7Ivar_i, aperFlux7_z, aperFlux7Ivar_z FROM PhotoObj WHERE objid=#"
2019-02-19 19:26:00,25
2019-02-19 19:27:00,25
2019-02-19 19:28:00,18
2019-02-19 19:30:00,24
2019-02-19 19:31:00,30
2019-02-19 19:32:00,29
2019-02-19 19:33:00,26
2019-02-19 19:34:00,26
2019-02-19 19:35:00,28
2019-02-19 19:36:00,26
2019-02-19 19:37:00,25
2019-02-19 19:38:00,26
2019-02-19 19:39:00,27
2019-02-19 19:40:00,27
2019-02-19 19:41:00,30
2019-02-19 19:42:00,28
2019-02-19 19:43:00,29
2019-02-19 19:44:00,24
2019-02-19 19:45:00,29
2019-02-19 19:46:00,30
2019-02-19 19:47:00,27
2019-02-19 19:48:00,30
2019-02-19 19:49:00,28
2019-02-19 19:50:00,28
2019-02-19 19:51:00,27
2019-02-19 19:52:00,31
2019-02-19 19:53:00,27
2019-02-19 19:54:00,27
2019-02-19 19:55:00,27
2019-02-19 19:56:00,29
2019-02-19 19:57:00,31
2019-02-19 19:58:00,25
2019-02-19 19:59:00,27
2019-02-19 20:00:00,30
2019-02-19 20:01:00,29
2019-02-19 20:02:00,26
2019-02-19 20:03:00,31
2019-02-19 20:04:00,28
2019-02-19 20:05:00,30
2019-02-19 20:06:00,19
2019-02-19 20:07:00,29
2019-02-19 20:08:00,27
2019-02-19 20:09:00,28
2019-02-19 20:10:00,29
2019-02-19 20:11:00,26
2019-02-19 20:12:00,29
2019-02-19 20:13:00,27
2019-02-19 20:14:00,27
2019-02-19 20:15:00,29
2019-02-19 20:16:00,29
2019-02-19 20:17:00,29
2019-02-19 20:18:00,28
2019-02-19 20:19:00,29
2019-02-19 20:20:00,28
2019-02-19 20:21:00,30
2019-02-19 20:22:00,27
2019-02-19 20:23:00,28
2019-02-19 20:24:00,26
2019-02-19 20:25:00,28
2019-02-19 20:26:00,27
2019-02-19 20:27:00,28
2019-02-19 20:28:00,27
2019-02-19 20:29:00,27
2019-02-19 20:30:00,26
2019-02-19 20:31:00,26
2019-02-19 20:32:00,24
2019-02-19 20:33:00,20
2019-02-19 20:34:00,22
2019-02-19 20:35:00,27
2019-02-19 20:36:00,28
2019-02-19 20:37:00,28
2019-02-19 20:38:00,25
2019-02-19 20:39:00,28
2019-02-19 20:40:00,28
2019-02-19 20:41:00,29
2019-02-19 20:42:00,26
2019-02-19 20:43:00,28
2019-02-19 20:44:00,29
2019-02-19 20:45:00,28
2019-02-19 20:46:00,27
2019-02-19 20:47:00,27
2019-02-19 20:48:00,25
2019-02-19 20:49:00,28
2019-02-19 20:50:00,28
2019-02-19 20:51:00,20
