70,select * from fDocFunctionParams(&&&)
2019-02-19 00:26:00,1
2019-02-19 00:27:00,1
2019-02-19 00:28:00,1
2019-02-19 00:38:00,16
2019-02-19 00:39:00,10
2019-02-19 00:43:00,1
2019-02-19 04:11:00,1
2019-02-19 05:06:00,1
2019-02-19 05:18:00,1
2019-02-19 06:34:00,1
2019-02-19 07:18:00,1
2019-02-19 09:01:00,3
2019-02-19 10:45:00,1
2019-02-19 10:49:00,1
2019-02-19 11:00:00,1
2019-02-19 11:24:00,1
2019-02-19 11:28:00,1
2019-02-19 11:29:00,1
2019-02-19 11:50:00,1
2019-02-19 11:59:00,2
2019-02-19 12:52:00,1
2019-02-19 13:53:00,2
2019-02-19 13:56:00,1
2019-02-19 14:09:00,1
2019-02-19 15:25:00,1
2019-02-19 15:31:00,2
2019-02-19 15:43:00,1
2019-02-19 17:01:00,1
2019-02-19 17:56:00,1
2019-02-19 18:23:00,1
2019-02-19 18:36:00,1
2019-02-19 18:58:00,1
2019-02-19 19:58:00,1
2019-02-19 19:59:00,1
2019-02-19 20:01:00,1
2019-02-19 21:03:00,1
2019-02-19 21:33:00,1
2019-02-19 21:54:00,1
2019-02-19 22:10:00,3
