27,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-02-19 10:24:00,1
2019-02-19 14:10:00,1
2019-02-19 14:15:00,1
2019-02-19 14:20:00,1
2019-02-19 14:50:00,1
2019-02-19 15:15:00,4
2019-02-19 15:17:00,4
2019-02-19 15:19:00,1
2019-02-19 15:28:00,1
2019-02-19 15:29:00,1
2019-02-19 15:30:00,1
2019-02-19 15:46:00,1
2019-02-19 15:47:00,1
2019-02-19 16:03:00,2
2019-02-19 16:04:00,1
2019-02-19 16:16:00,1
2019-02-19 20:23:00,1
2019-02-19 23:16:00,2
2019-02-19 23:19:00,1
