21,select * from emissionLinesPort where specObjId=#
2019-02-19 00:47:00,1
2019-02-19 01:03:00,1
2019-02-19 01:08:00,1
2019-02-19 02:07:00,1
2019-02-19 02:48:00,1
2019-02-19 03:43:00,1
2019-02-19 06:35:00,1
2019-02-19 06:38:00,1
2019-02-19 07:25:00,1
2019-02-19 07:47:00,1
2019-02-19 09:46:00,1
2019-02-19 10:01:00,1
2019-02-19 11:03:00,1
2019-02-19 13:28:00,1
2019-02-19 15:36:00,1
2019-02-19 17:22:00,1
2019-02-19 17:41:00,1
2019-02-19 18:30:00,1
2019-02-19 20:34:00,1
2019-02-19 21:21:00,1
2019-02-19 22:01:00,1
