190,select * from Field where fieldId=#
2019-02-19 00:04:00,1
2019-02-19 00:07:00,1
2019-02-19 00:20:00,1
2019-02-19 00:35:00,1
2019-02-19 00:40:00,1
2019-02-19 00:51:00,1
2019-02-19 01:09:00,1
2019-02-19 01:19:00,1
2019-02-19 01:34:00,1
2019-02-19 01:41:00,2
2019-02-19 01:45:00,15
2019-02-19 01:46:00,3
2019-02-19 01:51:00,1
2019-02-19 02:01:00,1
2019-02-19 02:12:00,1
2019-02-19 02:27:00,1
2019-02-19 02:28:00,1
2019-02-19 02:30:00,1
2019-02-19 02:55:00,1
2019-02-19 03:11:00,1
2019-02-19 03:54:00,1
2019-02-19 04:14:00,1
2019-02-19 04:37:00,1
2019-02-19 05:00:00,1
2019-02-19 05:08:00,1
2019-02-19 05:24:00,1
2019-02-19 05:56:00,1
2019-02-19 06:04:00,1
2019-02-19 06:07:00,1
2019-02-19 06:10:00,1
2019-02-19 06:46:00,1
2019-02-19 06:57:00,1
2019-02-19 06:59:00,1
2019-02-19 07:41:00,1
2019-02-19 08:02:00,1
2019-02-19 08:03:00,1
2019-02-19 08:14:00,1
2019-02-19 08:30:00,1
2019-02-19 08:34:00,1
2019-02-19 08:48:00,1
2019-02-19 09:17:00,1
2019-02-19 09:28:00,1
2019-02-19 09:39:00,1
2019-02-19 10:16:00,1
2019-02-19 10:20:00,1
2019-02-19 10:31:00,1
2019-02-19 10:39:00,1
2019-02-19 10:46:00,2
2019-02-19 10:48:00,1
2019-02-19 10:59:00,5
2019-02-19 11:00:00,12
2019-02-19 11:01:00,1
2019-02-19 11:07:00,1
2019-02-19 11:08:00,1
2019-02-19 11:09:00,1
2019-02-19 11:24:00,1
2019-02-19 11:29:00,1
2019-02-19 11:30:00,1
2019-02-19 11:35:00,1
2019-02-19 11:36:00,1
2019-02-19 11:38:00,1
2019-02-19 11:51:00,1
2019-02-19 12:09:00,1
2019-02-19 12:15:00,1
2019-02-19 12:27:00,1
2019-02-19 12:41:00,1
2019-02-19 12:44:00,5
2019-02-19 12:57:00,1
2019-02-19 13:04:00,1
2019-02-19 13:24:00,1
2019-02-19 13:30:00,3
2019-02-19 13:32:00,1
2019-02-19 13:36:00,1
2019-02-19 13:40:00,1
2019-02-19 13:42:00,1
2019-02-19 13:48:00,1
2019-02-19 14:19:00,1
2019-02-19 14:23:00,1
2019-02-19 14:27:00,1
2019-02-19 14:32:00,1
2019-02-19 14:49:00,1
2019-02-19 14:50:00,2
2019-02-19 15:00:00,1
2019-02-19 15:05:00,1
2019-02-19 15:22:00,1
2019-02-19 15:41:00,1
2019-02-19 15:43:00,1
2019-02-19 15:45:00,1
2019-02-19 16:50:00,1
2019-02-19 16:55:00,1
2019-02-19 16:57:00,1
2019-02-19 17:09:00,1
2019-02-19 17:37:00,1
2019-02-19 17:40:00,1
2019-02-19 17:48:00,1
2019-02-19 17:55:00,1
2019-02-19 17:57:00,8
2019-02-19 18:00:00,1
2019-02-19 18:12:00,1
2019-02-19 18:13:00,1
2019-02-19 18:16:00,1
2019-02-19 18:26:00,1
2019-02-19 18:32:00,1
2019-02-19 18:34:00,1
2019-02-19 18:35:00,1
2019-02-19 18:39:00,1
2019-02-19 18:52:00,2
2019-02-19 19:13:00,1
2019-02-19 19:14:00,1
2019-02-19 19:33:00,1
2019-02-19 19:37:00,1
2019-02-19 19:44:00,1
2019-02-19 19:49:00,1
2019-02-19 19:58:00,1
2019-02-19 19:59:00,1
2019-02-19 20:00:00,1
2019-02-19 20:01:00,1
2019-02-19 20:11:00,8
2019-02-19 20:14:00,3
2019-02-19 20:15:00,2
2019-02-19 20:22:00,1
2019-02-19 20:25:00,1
2019-02-19 20:42:00,1
2019-02-19 20:44:00,1
2019-02-19 20:55:00,1
2019-02-19 21:18:00,1
2019-02-19 21:21:00,1
2019-02-19 21:25:00,1
2019-02-19 21:39:00,1
2019-02-19 21:50:00,1
2019-02-19 22:26:00,1
2019-02-19 23:42:00,1
