64,select * from galSpecIndx where specObjId=#
2019-02-19 00:51:00,1
2019-02-19 01:50:00,1
2019-02-19 02:01:00,1
2019-02-19 03:23:00,1
2019-02-19 03:28:00,1
2019-02-19 06:38:00,1
2019-02-19 08:33:00,1
2019-02-19 09:26:00,1
2019-02-19 09:35:00,1
2019-02-19 09:36:00,1
2019-02-19 12:10:00,1
2019-02-19 12:46:00,22
2019-02-19 12:49:00,1
2019-02-19 12:51:00,1
2019-02-19 13:37:00,1
2019-02-19 14:15:00,1
2019-02-19 14:41:00,1
2019-02-19 16:34:00,1
2019-02-19 17:07:00,1
2019-02-19 17:59:00,3
2019-02-19 18:00:00,11
2019-02-19 20:11:00,7
2019-02-19 20:15:00,3
