89,select * from galSpecInfo where specObjId=#
2019-02-19 01:46:00,5
2019-02-19 05:06:00,1
2019-02-19 05:26:00,1
2019-02-19 05:57:00,1
2019-02-19 07:07:00,1
2019-02-19 07:44:00,1
2019-02-19 09:52:00,1
2019-02-19 10:13:00,1
2019-02-19 10:42:00,1
2019-02-19 11:16:00,1
2019-02-19 12:46:00,10
2019-02-19 12:47:00,31
2019-02-19 13:58:00,1
2019-02-19 14:30:00,1
2019-02-19 16:21:00,1
2019-02-19 16:45:00,1
2019-02-19 17:12:00,1
2019-02-19 17:18:00,1
2019-02-19 18:00:00,1
2019-02-19 20:11:00,14
2019-02-19 20:12:00,6
2019-02-19 20:15:00,3
2019-02-19 20:33:00,1
2019-02-19 22:45:00,1
2019-02-19 23:09:00,1
2019-02-19 23:22:00,1
