224,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-02-02 01:00:00,6
2019-02-02 12:10:00,4
2019-02-02 12:36:00,4
2019-02-02 12:55:00,4
2019-02-02 18:00:00,4
2019-02-02 18:01:00,8
2019-02-02 18:02:00,10
2019-02-02 18:03:00,12
2019-02-02 18:38:00,4
2019-02-02 18:39:00,14
2019-02-02 18:40:00,12
2019-02-02 18:41:00,8
2019-02-02 18:42:00,4
2019-02-02 18:43:00,10
2019-02-02 18:44:00,6
2019-02-02 18:49:00,12
2019-02-02 18:50:00,8
2019-02-02 18:51:00,4
2019-02-02 18:52:00,12
2019-02-02 18:53:00,12
2019-02-02 18:54:00,18
2019-02-02 18:55:00,14
2019-02-02 18:56:00,12
2019-02-02 18:57:00,14
2019-02-02 18:58:00,8
