24,select * from galSpecLine where specObjId=#
2019-02-02 00:22:00,1
2019-02-02 01:35:00,3
2019-02-02 01:37:00,1
2019-02-02 04:43:00,1
2019-02-02 07:36:00,1
2019-02-02 09:14:00,1
2019-02-02 12:42:00,1
2019-02-02 12:45:00,1
2019-02-02 13:25:00,1
2019-02-02 15:16:00,1
2019-02-02 15:20:00,1
2019-02-02 16:16:00,1
2019-02-02 16:19:00,1
2019-02-02 16:27:00,1
2019-02-02 16:46:00,1
2019-02-02 17:26:00,1
2019-02-02 17:44:00,1
2019-02-02 19:25:00,1
2019-02-02 19:43:00,1
2019-02-02 21:18:00,1
2019-02-02 22:21:00,1
2019-02-02 22:56:00,1
