185,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-02-02 00:11:00,9
2019-02-02 00:12:00,9
2019-02-02 00:13:00,9
2019-02-02 00:58:00,1
2019-02-02 01:57:00,1
2019-02-02 02:58:00,1
2019-02-02 03:53:00,9
2019-02-02 03:57:00,1
2019-02-02 04:02:00,7
2019-02-02 04:03:00,2
2019-02-02 04:26:00,1
2019-02-02 04:27:00,9
2019-02-02 04:28:00,1
2019-02-02 04:31:00,1
2019-02-02 04:37:00,10
2019-02-02 04:50:00,8
2019-02-02 04:51:00,1
2019-02-02 04:54:00,9
2019-02-02 04:57:00,9
2019-02-02 04:58:00,10
2019-02-02 05:57:00,1
2019-02-02 05:58:00,1
2019-02-02 06:00:00,1
2019-02-02 06:14:00,1
2019-02-02 06:56:00,1
2019-02-02 07:57:00,1
2019-02-02 08:56:00,1
2019-02-02 09:34:00,6
2019-02-02 09:35:00,3
2019-02-02 09:57:00,1
2019-02-02 10:58:00,1
2019-02-02 11:15:00,1
2019-02-02 11:16:00,1
2019-02-02 11:19:00,1
2019-02-02 11:29:00,1
2019-02-02 11:33:00,1
2019-02-02 11:46:00,2
2019-02-02 11:47:00,15
2019-02-02 11:48:00,1
2019-02-02 11:58:00,1
2019-02-02 12:57:00,1
2019-02-02 13:57:00,1
2019-02-02 14:07:00,9
2019-02-02 14:57:00,1
2019-02-02 15:24:00,9
2019-02-02 15:58:00,1
2019-02-02 16:57:00,1
2019-02-02 17:57:00,1
2019-02-02 18:02:00,9
2019-02-02 18:34:00,1
2019-02-02 18:56:00,1
