28,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-11-29 13:11:00,1
2019-11-29 13:13:00,1
2019-11-29 13:15:00,1
2019-11-29 13:18:00,1
2019-11-29 13:20:00,1
2019-11-29 13:22:00,1
2019-11-29 13:24:00,1
2019-11-29 13:26:00,1
2019-11-29 13:28:00,1
2019-11-29 13:31:00,1
2019-11-29 13:33:00,1
2019-11-29 13:35:00,1
2019-11-29 13:40:00,1
2019-11-29 13:42:00,1
2019-11-29 13:48:00,1
2019-11-29 13:51:00,1
2019-11-29 13:59:00,1
2019-11-29 14:02:00,1
2019-11-29 14:04:00,1
2019-11-29 14:08:00,1
2019-11-29 14:11:00,1
2019-11-29 14:13:00,1
2019-11-29 14:15:00,1
2019-11-29 14:17:00,1
2019-11-29 14:20:00,1
2019-11-29 14:24:00,1
2019-11-29 14:29:00,1
2019-11-29 22:28:00,1
