51,select * from fDocFunctionParams(&&&)
2019-11-29 00:11:00,1
2019-11-29 00:40:00,1
2019-11-29 00:51:00,1
2019-11-29 02:34:00,1
2019-11-29 02:48:00,1
2019-11-29 04:08:00,1
2019-11-29 04:21:00,1
2019-11-29 04:29:00,2
2019-11-29 04:52:00,2
2019-11-29 05:40:00,3
2019-11-29 07:43:00,2
2019-11-29 08:13:00,1
2019-11-29 09:37:00,2
2019-11-29 11:52:00,2
2019-11-29 12:01:00,1
2019-11-29 13:22:00,2
2019-11-29 13:53:00,2
2019-11-29 15:07:00,1
2019-11-29 17:32:00,1
2019-11-29 18:18:00,3
2019-11-29 19:09:00,3
2019-11-29 19:14:00,1
2019-11-29 19:19:00,1
2019-11-29 20:01:00,1
2019-11-29 21:19:00,2
2019-11-29 21:46:00,2
2019-11-29 21:51:00,4
2019-11-29 22:52:00,2
2019-11-29 23:03:00,2
2019-11-29 23:54:00,1
2019-11-29 23:57:00,1
