475,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-11-29 03:49:00,1
2019-11-29 04:01:00,1
2019-11-29 04:08:00,1
2019-11-29 04:09:00,1
2019-11-29 04:11:00,1
2019-11-29 04:20:00,1
2019-11-29 04:21:00,1
2019-11-29 04:22:00,1
2019-11-29 04:23:00,1
2019-11-29 04:24:00,1
2019-11-29 04:25:00,1
2019-11-29 04:26:00,1
2019-11-29 04:28:00,1
2019-11-29 04:29:00,1
2019-11-29 04:30:00,1
2019-11-29 04:40:00,1
2019-11-29 04:41:00,1
2019-11-29 04:45:00,1
2019-11-29 04:46:00,1
2019-11-29 04:47:00,1
2019-11-29 04:48:00,1
2019-11-29 04:49:00,1
2019-11-29 04:53:00,2
2019-11-29 04:54:00,1
2019-11-29 04:55:00,1
2019-11-29 04:56:00,2
2019-11-29 04:57:00,1
2019-11-29 04:58:00,1
2019-11-29 04:59:00,1
2019-11-29 05:00:00,1
2019-11-29 05:01:00,1
2019-11-29 05:02:00,1
2019-11-29 05:15:00,1
2019-11-29 05:17:00,1
2019-11-29 05:18:00,1
2019-11-29 05:19:00,1
2019-11-29 05:20:00,1
2019-11-29 05:21:00,1
2019-11-29 05:24:00,1
2019-11-29 05:25:00,1
2019-11-29 05:26:00,1
2019-11-29 05:27:00,1
2019-11-29 05:28:00,1
2019-11-29 05:29:00,1
2019-11-29 05:30:00,1
2019-11-29 05:34:00,1
2019-11-29 05:35:00,1
2019-11-29 05:36:00,1
2019-11-29 05:37:00,1
2019-11-29 05:38:00,1
2019-11-29 05:39:00,1
2019-11-29 05:40:00,1
2019-11-29 05:41:00,1
2019-11-29 05:42:00,1
2019-11-29 05:44:00,1
2019-11-29 05:45:00,1
2019-11-29 05:46:00,1
2019-11-29 05:47:00,1
2019-11-29 05:48:00,1
2019-11-29 05:49:00,1
2019-11-29 05:50:00,1
2019-11-29 05:51:00,1
2019-11-29 05:52:00,1
2019-11-29 05:53:00,1
2019-11-29 05:55:00,1
2019-11-29 05:56:00,1
2019-11-29 05:57:00,1
2019-11-29 06:00:00,1
2019-11-29 06:10:00,1
2019-11-29 06:11:00,1
2019-11-29 06:12:00,1
2019-11-29 06:13:00,2
2019-11-29 06:14:00,1
2019-11-29 06:15:00,1
2019-11-29 06:16:00,1
2019-11-29 06:17:00,1
2019-11-29 06:18:00,2
2019-11-29 06:19:00,1
2019-11-29 06:20:00,1
2019-11-29 06:21:00,1
2019-11-29 06:22:00,2
2019-11-29 06:35:00,1
2019-11-29 06:36:00,1
2019-11-29 06:37:00,1
2019-11-29 06:38:00,1
2019-11-29 06:39:00,1
2019-11-29 06:41:00,1
2019-11-29 06:42:00,1
2019-11-29 06:43:00,1
2019-11-29 06:44:00,1
2019-11-29 06:45:00,1
2019-11-29 06:46:00,1
2019-11-29 06:47:00,1
2019-11-29 06:48:00,1
2019-11-29 06:49:00,1
2019-11-29 06:50:00,1
2019-11-29 06:51:00,1
2019-11-29 06:52:00,1
2019-11-29 06:53:00,1
2019-11-29 06:54:00,1
2019-11-29 06:55:00,1
2019-11-29 06:58:00,1
2019-11-29 06:59:00,1
2019-11-29 07:00:00,1
2019-11-29 07:01:00,1
2019-11-29 07:02:00,1
2019-11-29 07:03:00,1
2019-11-29 07:04:00,1
2019-11-29 07:05:00,1
2019-11-29 07:21:00,1
2019-11-29 07:23:00,1
2019-11-29 07:24:00,1
2019-11-29 07:25:00,1
2019-11-29 07:26:00,1
2019-11-29 07:27:00,1
2019-11-29 07:28:00,1
2019-11-29 07:29:00,2
2019-11-29 07:30:00,1
2019-11-29 07:33:00,1
2019-11-29 07:34:00,2
2019-11-29 07:35:00,1
2019-11-29 07:36:00,1
2019-11-29 07:37:00,1
2019-11-29 07:38:00,1
2019-11-29 07:39:00,1
2019-11-29 07:40:00,1
2019-11-29 08:03:00,1
2019-11-29 08:16:00,1
2019-11-29 08:17:00,1
2019-11-29 08:18:00,1
2019-11-29 08:19:00,1
2019-11-29 08:20:00,1
2019-11-29 08:32:00,1
2019-11-29 08:33:00,1
2019-11-29 08:34:00,1
2019-11-29 08:35:00,1
2019-11-29 08:36:00,1
2019-11-29 08:37:00,1
2019-11-29 08:38:00,2
