4,"SELECT TOP #  s.plate,s.mjd,s.fiberid,s.z,s.zErr,s.zWarning,s.class,p.u,p.g,p.r,p.i,p.z  FROM ..SpecObj as s  JOIN ..Galaxy AS p ON s.bestObjID = p.objID  JOIN dbo.fGetNearbySpecObjEq(#,#,#) AS b ON b.SpecobjID = S.SpecobjID  WHERE s.zWarning = # AND (s.class = &&&)"
2019-11-29 22:01:00,1
2019-11-29 22:03:00,1
2019-11-29 22:16:00,1
2019-11-29 22:18:00,1
