158,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-12-22 01:15:00,1
2019-12-22 01:30:00,1
2019-12-22 02:01:00,1
2019-12-22 02:09:00,1
2019-12-22 02:15:00,1
2019-12-22 02:19:00,1
2019-12-22 02:25:00,1
2019-12-22 02:39:00,1
2019-12-22 03:20:00,1
2019-12-22 03:22:00,1
2019-12-22 03:30:00,1
2019-12-22 03:46:00,1
2019-12-22 04:15:00,1
2019-12-22 04:39:00,1
2019-12-22 05:27:00,1
2019-12-22 05:37:00,1
2019-12-22 06:07:00,1
2019-12-22 06:14:00,1
2019-12-22 06:22:00,1
2019-12-22 06:24:00,1
2019-12-22 06:36:00,1
2019-12-22 06:47:00,1
2019-12-22 06:51:00,1
2019-12-22 07:12:00,1
2019-12-22 07:16:00,1
2019-12-22 07:25:00,1
2019-12-22 07:42:00,1
2019-12-22 07:48:00,1
2019-12-22 08:10:00,1
2019-12-22 08:12:00,1
2019-12-22 08:23:00,1
2019-12-22 08:44:00,1
2019-12-22 08:51:00,1
2019-12-22 09:58:00,1
2019-12-22 10:10:00,1
2019-12-22 10:21:00,1
2019-12-22 10:53:00,1
2019-12-22 10:59:00,1
2019-12-22 11:34:00,1
2019-12-22 12:14:00,1
2019-12-22 12:23:00,1
2019-12-22 12:25:00,1
2019-12-22 12:31:00,1
2019-12-22 12:32:00,1
2019-12-22 12:35:00,1
2019-12-22 12:38:00,1
2019-12-22 12:51:00,1
2019-12-22 12:53:00,1
2019-12-22 13:12:00,1
2019-12-22 13:14:00,1
2019-12-22 13:17:00,1
2019-12-22 13:21:00,1
2019-12-22 13:23:00,1
2019-12-22 13:35:00,1
2019-12-22 13:36:00,1
2019-12-22 13:41:00,1
2019-12-22 13:45:00,1
2019-12-22 13:51:00,1
2019-12-22 13:56:00,1
2019-12-22 14:09:00,1
2019-12-22 14:10:00,1
2019-12-22 14:11:00,1
2019-12-22 14:23:00,1
2019-12-22 14:26:00,1
2019-12-22 14:34:00,1
2019-12-22 14:36:00,1
2019-12-22 14:38:00,1
2019-12-22 14:46:00,1
2019-12-22 14:47:00,1
2019-12-22 14:50:00,1
2019-12-22 14:51:00,1
2019-12-22 14:54:00,1
2019-12-22 15:01:00,1
2019-12-22 15:02:00,1
2019-12-22 15:03:00,1
2019-12-22 15:06:00,1
2019-12-22 15:28:00,1
2019-12-22 15:33:00,1
2019-12-22 15:36:00,1
2019-12-22 15:39:00,1
2019-12-22 15:46:00,1
2019-12-22 15:48:00,1
2019-12-22 15:50:00,1
2019-12-22 15:52:00,1
2019-12-22 15:55:00,1
2019-12-22 16:08:00,1
2019-12-22 16:25:00,1
2019-12-22 16:30:00,1
2019-12-22 16:34:00,1
2019-12-22 16:41:00,1
2019-12-22 16:47:00,1
2019-12-22 16:49:00,1
2019-12-22 16:55:00,1
2019-12-22 16:56:00,1
2019-12-22 16:59:00,1
2019-12-22 17:01:00,1
2019-12-22 17:03:00,1
2019-12-22 17:04:00,1
2019-12-22 17:08:00,1
2019-12-22 17:10:00,1
2019-12-22 17:12:00,1
2019-12-22 17:16:00,1
2019-12-22 17:24:00,1
2019-12-22 17:26:00,1
2019-12-22 17:29:00,1
2019-12-22 17:36:00,1
2019-12-22 17:37:00,1
2019-12-22 17:43:00,1
2019-12-22 17:45:00,1
2019-12-22 18:13:00,1
2019-12-22 18:30:00,1
2019-12-22 18:39:00,1
2019-12-22 18:45:00,1
2019-12-22 18:55:00,1
2019-12-22 18:58:00,1
2019-12-22 19:00:00,1
2019-12-22 19:04:00,1
2019-12-22 19:09:00,1
2019-12-22 19:12:00,1
2019-12-22 19:14:00,1
2019-12-22 19:31:00,1
2019-12-22 19:35:00,1
2019-12-22 19:46:00,1
2019-12-22 19:50:00,1
2019-12-22 20:03:00,1
2019-12-22 20:05:00,1
2019-12-22 20:07:00,1
2019-12-22 20:11:00,1
2019-12-22 20:17:00,1
2019-12-22 20:26:00,1
2019-12-22 20:29:00,1
2019-12-22 20:37:00,1
2019-12-22 20:39:00,1
2019-12-22 20:41:00,1
2019-12-22 21:05:00,1
2019-12-22 21:19:00,1
2019-12-22 21:20:00,1
2019-12-22 21:22:00,1
2019-12-22 21:27:00,1
2019-12-22 21:30:00,1
2019-12-22 21:42:00,1
2019-12-22 21:52:00,1
2019-12-22 22:35:00,1
2019-12-22 22:37:00,1
2019-12-22 22:44:00,1
2019-12-22 22:52:00,1
2019-12-22 22:54:00,1
2019-12-22 22:56:00,1
2019-12-22 23:02:00,1
2019-12-22 23:07:00,1
2019-12-22 23:09:00,1
2019-12-22 23:12:00,1
2019-12-22 23:20:00,1
2019-12-22 23:32:00,1
2019-12-22 23:34:00,1
2019-12-22 23:46:00,1
2019-12-22 23:48:00,1
2019-12-22 23:52:00,1
