27,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-12-22 04:24:00,1
2019-12-22 04:25:00,3
2019-12-22 04:27:00,1
2019-12-22 04:29:00,1
2019-12-22 04:31:00,1
2019-12-22 04:33:00,1
2019-12-22 04:34:00,1
2019-12-22 04:36:00,1
2019-12-22 04:38:00,1
2019-12-22 04:40:00,1
2019-12-22 04:42:00,1
2019-12-22 04:44:00,1
2019-12-22 04:46:00,1
2019-12-22 04:48:00,1
2019-12-22 04:49:00,1
2019-12-22 04:51:00,1
2019-12-22 04:55:00,1
2019-12-22 05:01:00,1
2019-12-22 05:04:00,1
2019-12-22 05:07:00,1
2019-12-22 10:15:00,1
2019-12-22 10:25:00,1
2019-12-22 10:34:00,1
2019-12-22 10:51:00,1
2019-12-22 14:59:00,1
