412,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-06-06 00:07:00,1
2019-06-06 00:08:00,1
2019-06-06 00:10:00,1
2019-06-06 05:28:00,9
2019-06-06 08:31:00,1
2019-06-06 08:38:00,1
2019-06-06 08:39:00,1
2019-06-06 08:40:00,2
2019-06-06 08:42:00,1
2019-06-06 08:43:00,3
2019-06-06 08:44:00,1
2019-06-06 08:45:00,1
2019-06-06 08:46:00,8
2019-06-06 08:47:00,5
2019-06-06 08:49:00,3
2019-06-06 10:02:00,1
2019-06-06 10:03:00,1
2019-06-06 10:47:00,1
2019-06-06 11:34:00,9
2019-06-06 11:35:00,12
2019-06-06 13:01:00,1
2019-06-06 13:03:00,1
2019-06-06 13:07:00,3
2019-06-06 13:08:00,3
2019-06-06 13:09:00,6
2019-06-06 13:10:00,3
2019-06-06 13:11:00,2
2019-06-06 13:12:00,10
2019-06-06 13:13:00,12
2019-06-06 13:16:00,4
2019-06-06 13:20:00,1
2019-06-06 13:21:00,2
2019-06-06 13:22:00,1
2019-06-06 13:23:00,1
2019-06-06 13:25:00,1
2019-06-06 13:26:00,1
2019-06-06 13:27:00,2
2019-06-06 13:28:00,1
2019-06-06 13:30:00,4
2019-06-06 13:31:00,1
2019-06-06 13:32:00,1
2019-06-06 13:40:00,3
2019-06-06 13:41:00,3
2019-06-06 13:42:00,1
2019-06-06 13:43:00,1
2019-06-06 13:44:00,2
2019-06-06 13:55:00,4
2019-06-06 13:56:00,4
2019-06-06 14:03:00,2
2019-06-06 14:04:00,11
2019-06-06 14:05:00,3
2019-06-06 14:14:00,1
2019-06-06 14:15:00,1
2019-06-06 14:16:00,2
2019-06-06 14:17:00,4
2019-06-06 14:18:00,1
2019-06-06 14:19:00,1
2019-06-06 14:20:00,3
2019-06-06 14:21:00,1
2019-06-06 14:26:00,3
2019-06-06 14:27:00,6
2019-06-06 14:35:00,9
2019-06-06 14:36:00,6
2019-06-06 14:40:00,6
2019-06-06 14:45:00,8
2019-06-06 14:46:00,5
2019-06-06 14:58:00,1
2019-06-06 14:59:00,1
2019-06-06 15:00:00,6
2019-06-06 15:01:00,7
2019-06-06 15:02:00,2
2019-06-06 15:03:00,1
2019-06-06 15:04:00,8
2019-06-06 15:05:00,4
2019-06-06 15:06:00,6
2019-06-06 15:07:00,6
2019-06-06 15:08:00,7
2019-06-06 15:09:00,18
2019-06-06 15:10:00,19
2019-06-06 15:11:00,19
2019-06-06 15:12:00,7
2019-06-06 15:18:00,16
2019-06-06 15:19:00,15
2019-06-06 15:20:00,13
2019-06-06 16:36:00,3
2019-06-06 16:41:00,1
2019-06-06 16:59:00,3
2019-06-06 17:00:00,3
2019-06-06 17:01:00,1
2019-06-06 17:03:00,1
2019-06-06 17:28:00,8
2019-06-06 17:53:00,2
2019-06-06 17:54:00,1
2019-06-06 17:56:00,2
2019-06-06 18:00:00,1
2019-06-06 18:02:00,1
2019-06-06 18:09:00,2
2019-06-06 18:10:00,1
2019-06-06 18:11:00,1
2019-06-06 18:14:00,2
2019-06-06 18:33:00,2
2019-06-06 18:35:00,1
2019-06-06 22:19:00,1
2019-06-06 22:26:00,1
2019-06-06 22:38:00,1
2019-06-06 22:40:00,1
2019-06-06 22:48:00,1
