13,"SELECT ObjID,parentID,ra,dec,u,g,r,i,z,err_u,err_r,err_g,err_i,err_z FROM PhotoObj WHERE  ra BETWEEN # AND # AND dec BETWEEN # AND #"
2019-06-06 02:15:00,1
2019-06-06 02:16:00,1
2019-06-06 02:21:00,1
2019-06-06 02:34:00,1
2019-06-06 03:22:00,1
2019-06-06 03:23:00,1
2019-06-06 03:25:00,1
2019-06-06 03:26:00,2
2019-06-06 03:27:00,2
2019-06-06 03:28:00,2
