871,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-06-06 00:02:00,1
2019-06-06 00:04:00,1
2019-06-06 00:09:00,1
2019-06-06 00:10:00,1
2019-06-06 00:11:00,1
2019-06-06 00:12:00,1
2019-06-06 00:14:00,1
2019-06-06 00:16:00,1
2019-06-06 00:18:00,1
2019-06-06 00:20:00,2
2019-06-06 00:21:00,1
2019-06-06 00:23:00,1
2019-06-06 00:26:00,2
2019-06-06 00:27:00,1
2019-06-06 18:38:00,2
2019-06-06 18:39:00,14
2019-06-06 18:40:00,13
2019-06-06 18:41:00,7
2019-06-06 18:42:00,46
2019-06-06 18:43:00,29
2019-06-06 18:44:00,21
2019-06-06 18:45:00,1
2019-06-06 18:53:00,24
2019-06-06 18:54:00,23
2019-06-06 18:55:00,17
2019-06-06 18:56:00,21
2019-06-06 18:57:00,20
2019-06-06 19:01:00,1
2019-06-06 19:08:00,35
2019-06-06 19:09:00,96
2019-06-06 19:10:00,56
2019-06-06 19:11:00,53
2019-06-06 19:12:00,43
2019-06-06 19:13:00,25
2019-06-06 19:14:00,2
2019-06-06 19:15:00,1
2019-06-06 19:16:00,2
2019-06-06 19:18:00,2
2019-06-06 19:22:00,1
2019-06-06 19:43:00,1
2019-06-06 19:46:00,1
2019-06-06 19:50:00,2
2019-06-06 19:56:00,26
2019-06-06 19:57:00,81
2019-06-06 19:58:00,41
2019-06-06 19:59:00,26
2019-06-06 20:03:00,4
2019-06-06 20:04:00,82
2019-06-06 20:05:00,34
2019-06-06 23:10:00,1
2019-06-06 23:11:00,1
