279,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-06-06 00:45:00,1
2019-06-06 01:12:00,1
2019-06-06 01:13:00,3
2019-06-06 01:14:00,2
2019-06-06 01:24:00,1
2019-06-06 01:25:00,5
2019-06-06 01:46:00,1
2019-06-06 02:44:00,1
2019-06-06 03:37:00,8
2019-06-06 03:38:00,1
2019-06-06 03:46:00,1
2019-06-06 04:44:00,1
2019-06-06 05:28:00,6
2019-06-06 05:35:00,1
2019-06-06 05:36:00,5
2019-06-06 05:44:00,2
2019-06-06 05:51:00,1
2019-06-06 05:57:00,5
2019-06-06 05:58:00,1
2019-06-06 06:07:00,2
2019-06-06 06:08:00,4
2019-06-06 06:19:00,1
2019-06-06 06:37:00,1
2019-06-06 06:44:00,1
2019-06-06 07:45:00,1
2019-06-06 08:44:00,1
2019-06-06 09:33:00,1
2019-06-06 09:34:00,1
2019-06-06 09:35:00,1
2019-06-06 09:36:00,1
2019-06-06 09:45:00,1
2019-06-06 09:50:00,1
2019-06-06 09:51:00,1
2019-06-06 09:52:00,3
2019-06-06 09:53:00,2
2019-06-06 09:54:00,1
2019-06-06 09:55:00,1
2019-06-06 09:56:00,2
2019-06-06 09:57:00,2
2019-06-06 09:59:00,1
2019-06-06 10:05:00,2
2019-06-06 10:06:00,1
2019-06-06 10:10:00,1
2019-06-06 10:11:00,2
2019-06-06 10:12:00,2
2019-06-06 10:13:00,2
2019-06-06 10:44:00,69
2019-06-06 10:45:00,1
2019-06-06 10:46:00,69
2019-06-06 11:47:00,1
2019-06-06 12:44:00,1
2019-06-06 13:45:00,1
2019-06-06 13:55:00,9
2019-06-06 13:58:00,9
2019-06-06 14:24:00,1
2019-06-06 14:28:00,1
2019-06-06 14:31:00,1
2019-06-06 14:33:00,2
2019-06-06 14:38:00,1
2019-06-06 14:44:00,2
2019-06-06 14:49:00,1
2019-06-06 14:50:00,1
2019-06-06 14:56:00,1
2019-06-06 14:58:00,1
2019-06-06 15:07:00,1
2019-06-06 15:22:00,1
2019-06-06 15:44:00,1
2019-06-06 16:09:00,1
2019-06-06 16:18:00,1
2019-06-06 16:46:00,1
2019-06-06 16:53:00,1
2019-06-06 17:20:00,1
2019-06-06 17:44:00,1
2019-06-06 18:39:00,9
2019-06-06 18:47:00,1
2019-06-06 19:45:00,1
