9,"select p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z from galaxy p, dbo.fgetNearByObjEq(# ,#,#) n where p.objid=n.objid"
2019-06-06 07:57:00,1
2019-06-06 07:59:00,1
2019-06-06 08:01:00,1
2019-06-06 08:02:00,1
2019-06-06 08:04:00,1
2019-06-06 08:05:00,1
2019-06-06 08:07:00,1
2019-06-06 09:09:00,1
2019-06-06 09:11:00,1
