7,"SELECT     o.apogee_id,m.RAdeg AS ra1, m.DECdeg AS dec1,     o.ra AS ra2, o.dec AS dec2,   mode =#, type=# into mydb.MyTable_# from MyDB.Dani_table_Chiara_new AS m  CROSS APPLY dbo.fGetNearestObjEq( m.ra_epoch2#, m.dec_epoch2#, #) AS n      JOIN apogeeObject AS o ON n.objid=o.apogee_id"
2019-06-06 10:58:00,1
2019-06-06 11:07:00,1
2019-06-06 11:08:00,3
2019-06-06 11:09:00,2
