17,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_#h_to_#_#h  from weblogall  where yy = # and mm between # and # and dd between # and # and hh between # and #"
2019-06-06 02:22:00,1
2019-06-06 08:08:00,1
2019-06-06 08:28:00,1
2019-06-06 09:39:00,1
2019-06-06 10:46:00,1
2019-06-06 11:12:00,1
2019-06-06 12:46:00,1
2019-06-06 13:20:00,1
2019-06-06 13:26:00,1
2019-06-06 13:37:00,1
2019-06-06 15:34:00,1
2019-06-06 15:38:00,1
2019-06-06 15:44:00,1
2019-06-06 15:56:00,1
2019-06-06 16:54:00,1
2019-06-06 17:49:00,1
2019-06-06 18:49:00,1
