247,"SELECT objID, ra, dec FROM Star WHERE (ra between # and #) and (dec between # and #)"
2019-06-06 20:53:00,77
2019-06-06 20:55:00,2
2019-06-06 20:58:00,65
2019-06-06 20:59:00,54
2019-06-06 21:00:00,4
2019-06-06 21:06:00,13
2019-06-06 21:07:00,28
2019-06-06 21:08:00,4
