14,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-06-06 13:57:00,1
2019-06-06 14:49:00,1
2019-06-06 14:55:00,1
2019-06-06 14:57:00,1
2019-06-06 15:02:00,1
2019-06-06 15:06:00,1
2019-06-06 15:12:00,1
2019-06-06 15:19:00,1
2019-06-06 15:24:00,1
2019-06-06 15:30:00,1
2019-06-06 15:35:00,1
2019-06-06 15:42:00,1
2019-06-06 15:58:00,1
2019-06-06 16:08:00,1
